Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Athe_1853	ACM60941.1|CBM3|PL11_1	100	833	0	0	1	833	1	833	0.0	1600
Athe_1854	ACM60942.1|CBM66|PL3_1|4.2.2.2	100	460	0	0	1	460	1	460	4.53e-300	820
Athe_1855	ACM60943.1|CBM66|PL9_1	100	653	0	0	1	653	1	653	0.0	1179
Athe_1857	ACM60945.1|CBM3|GH10|GH48|3.2.1.-	100	1478	0	0	1	1478	1	1478	0.0	2752
Athe_1859	ACM60947.1|CBM3|GH44|GH5_8|3.2.1.4|3.2.1.78	100	1294	0	0	1	1294	1	1294	0.0	2379
Athe_1860	ACM60948.1|CBM3|GH48|GH74|3.2.1.151	100	1904	0	0	1	1904	1	1904	0.0	3515
Athe_1864	ACM60952.1|GT39	100	566	0	0	1	566	1	566	0.0	1098
Athe_1865	ACM60953.1|CBM3|GH5_8|GH9|3.2.1.4|3.2.1.78	100	1369	0	0	1	1369	1	1369	0.0	2549
Athe_1866	ACM60954.1|CBM3|GH5_1|GH5_8	100	1414	0	0	1	1414	1	1414	0.0	2526
Athe_1867	ACM60955.1|CBM3|GH48|GH9|3.2.1.176|3.2.1.4	100	1759	0	0	1	1759	1	1759	0.0	3322
