Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools
Athe_1853	4.2.2.23:15|4.2.2.24:5|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1	PL11(43-613)+CBM3(688-768)	PL11_e0+CBM3_e16	CBM3+PL11_1	3
Athe_1854	4.2.2.2:1|4.2.2.2:5	CBM66(57-212)+PL3_1(274-442)	CBM66_e6+PL3_e10	CBM66+PL3_1+4.2.2.2	3
Athe_1855	4.2.2.2:1|4.2.2.2:2	CBM66(44-199)+PL9_1(271-647)	CBM66_e6+PL9_e23	CBM66+PL9_1	3
Athe_1857	3.2.1.8:29|3.2.1.4:5|3.2.1.55:1|3.2.1.37:1|3.2.1.-:1|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.176:20|3.2.1.4:3|3.2.1.-:3|3.2.1.151:2|3.2.1.14:1	GH10(45-372)+CBM3(437-517)+CBM3(636-716)+GH48(853-1474)	GH10_e141+CBM3_e16+CBM3_e16+GH48_e1	CBM3+GH10+GH48+3.2.1.-	3
Athe_1859	3.2.1.78:15|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.4:9|3.2.1.151:9|3.2.1.78:5|3.2.1.8:1	GH5_8(53-294)+CBM3(363-443)+CBM3(574-654)+GH44(770-1286)	GH5_e22+CBM3_e16+CBM3_e16+GH44_e1	CBM3+GH44+GH5_8+3.2.1.4+3.2.1.78	3
Athe_1860	3.2.1.151:27|3.2.1.150:4|3.2.1.151:5|3.2.1.151:27|3.2.1.150:4|3.2.1.151:27|3.2.1.150:4|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.176:20|3.2.1.4:3|3.2.1.-:3|3.2.1.151:2|3.2.1.14:1	GH74(84-200)+GH74(227-338)+GH74(494-598)+GH74(592-698)+CBM3(841-921)+CBM3(1062-1142)+GH48(1279-1900)	GH74_e1+GH74_e0+GH74_e1+GH74_e1+CBM3_e16+CBM3_e16+GH48_e1	CBM3+GH48+GH74+3.2.1.151	3
Athe_1864	-	GT39(166-372)	GT39_e6	GT39	3
Athe_1865	3.2.1.4:52|3.2.1.73:6|3.2.1.176:2|3.2.1.78:1|3.2.1.4:55|3.2.1.176:4|3.2.1.78:4|3.2.1.-:3|3.2.1.151:3|3.2.1.8:1|3.2.1.91:1|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.78:15	GH9(42-460)+CBM3(489-571)+CBM3(704-784)+CBM3(915-995)+GH5_8(1098-1339)	GH9_e22+CBM3_e0+CBM3_e16+CBM3_e16+GH5_e22	CBM3+GH5_8+GH9+3.2.1.4+3.2.1.78	3
Athe_1866	3.2.1.78:15|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.4:25|3.2.1.78:5|3.2.1.73:1|3.2.1.74:1	GH5_8(53-294)+CBM3(389-469)+CBM3(590-670)+CBM3(791-871)+GH5_1(1014-1351)	GH5_e22+CBM3_e16+CBM3_e16+CBM3_e16+GH5_e276	CBM3+GH5_1+GH5_8	3
Athe_1867	3.2.1.4:52|3.2.1.73:6|3.2.1.176:2|3.2.1.78:1|3.2.1.4:55|3.2.1.176:4|3.2.1.78:4|3.2.1.-:3|3.2.1.151:3|3.2.1.8:1|3.2.1.91:1|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.4:2|3.2.1.8:2|3.2.1.55:1|3.2.1.74:1|3.2.1.176:20|3.2.1.4:3|3.2.1.-:3|3.2.1.151:2|3.2.1.14:1	GH9(36-466)+CBM3(491-576)+CBM3(724-804)+CBM3(923-1003)+GH48(1134-1755)	GH9_e22+CBM3_e0+CBM3_e16+CBM3_e16+GH48_e1	CBM3+GH48+GH9+3.2.1.176+3.2.1.4	3
