CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_CP102288	NQ544_RS01010	4314	5534	+	GH5_4
CGC1	TC	NZ_CP102288	NQ544_RS01015	5563	8739	+	1.B.14.6.2
CGC1	TC	NZ_CP102288	NQ544_RS01020	8764	10551	+	8.A.46.2.2
CGC1	null	NZ_CP102288	NQ544_RS01025;Parent	10629	11615	+	null
CGC1	CAZyme	NZ_CP102288	NQ544_RS01030	11668	13986	+	GH3
CGC1	null	NZ_CP102288	NQ544_RS01035;Parent	14179	15495	+	null
CGC1	null	NZ_CP102288	NQ544_RS01040;Parent	15743	17332	+	null
CGC1	null	NZ_CP102288	NQ544_RS01045;Parent	17366	18637	+	null
CGC1	null	NZ_CP102288	NQ544_RS01050;Parent	18752	19159	-	null
CGC1	CAZyme	NZ_CP102288	NQ544_RS01055	19982	22477	-	GH94
