CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NC_009441	FJOH_RS04035	1	2409	-	GH95
CGC1	CAZyme	NC_009441	FJOH_RS04040	2606	4552	-	CE20|CE20
CGC1	CAZyme	NC_009441	FJOH_RS04045	4665	6173	-	GH5_4
CGC1	CAZyme	NC_009441	FJOH_RS04050	6175	8412	-	GH3
CGC1	CAZyme	NC_009441	FJOH_RS04055	8503	10074	-	GH39
CGC1	CAZyme	NC_009441	FJOH_RS04060	10142	11962	-	GH97
CGC1	null	NC_009441	FJOH_RS27190;Parent	11947	12147	-	null
CGC1	CAZyme	NC_009441	FJOH_RS04070	12400	14799	-	GH31_3
CGC1	CAZyme	NC_009441	FJOH_RS04075	14994	17477	-	GH2
CGC1	null	NC_009441	FJOH_RS04080;Parent	17561	18931	-	null
CGC1	null	NC_009441	FJOH_RS04085;Parent	18954	20525	-	null
CGC1	TC	NC_009441	FJOH_RS04090	20536	23667	-	1.B.14.6.1
