HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE8.hmm	288	GRFL_2158	1820	4e-34	66	274	1219	1481	0.7222222222222222
PL9_1.hmm	375	GRFL_2159	616	9.3e-110	14	375	244	594	0.9626666666666667
GH28.hmm	325	GRFL_2174	467	1.8e-85	6	307	74	444	0.9261538461538461
GH105.hmm	332	GRFL_2176	415	2.2e-126	5	330	66	413	0.9789156626506024
GH43_10.hmm	271	GRFL_2177	543	2.5e-109	1	271	39	308	0.996309963099631
CBM91.hmm	200	GRFL_2177	543	3.9e-24	6	196	344	540	0.95
GH28.hmm	325	GRFL_2178	932	2.3e-84	8	320	79	492	0.96
PL9_1.hmm	375	GRFL_2178	932	4.4e-107	23	373	568	905	0.9333333333333333
CE12.hmm	210	GRFL_2179	266	2.4e-70	2	209	29	259	0.9857142857142858
CE8.hmm	288	GRFL_2180	638	1.2e-104	2	286	330	620	0.9861111111111112
CE12.hmm	210	GRFL_2181	266	2.7e-73	1	210	33	243	0.9952380952380953
PL10_1.hmm	288	GRFL_2182	360	5.4e-117	1	286	57	346	0.9895833333333334
