Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
BT_4145	AAO79250.1|GH106|3.2.1.174	100	924	0	0	1	924	1	924	0.0	1911
BT_4146	QMW86496.1|GH28	100	467	0	0	1	467	1	467	0.0	967
BT_4149	AAO79254.1|GH28|3.2.1.173	100	352	0	0	1	352	1	352	9.91e-263	716
BT_4150	QMW86499.1|CE12	100	412	0	0	1	412	1	412	3.25e-312	847
BT_4151	AAO79256.1|GH2|3.2.1.23	100	958	0	0	1	958	1	958	0.0	1997
BT_4152	AAO79257.1|GH42|GH43_18	100	986	0	0	1	986	1	986	0.0	2067
BT_4153	QMW89212.1|GH28	100	432	0	0	1	432	1	432	0.0	885
BT_4154	QDM12561.1|CE12	52.4	307	136	3	17	317	259	561	4.31e-107	328
BT_4155	AAO79260.1|GH28|3.2.1.67	100	448	0	0	1	448	1	448	0.0	926
BT_4156	AAO79261.1|GH2|3.2.1.23	100	961	0	0	1	961	1	961	0.0	2019
BT_4157	QMW86504.1|CBM35|GH27	100	606	0	0	1	606	1	606	0.0	1258
BT_4159	ALJ47133.1|GH97	59.3	514	200	4	7	517	18	525	2.78e-217	639
BT_4160	AAO79265.1|GH35|3.2.1.23	100	698	0	0	1	698	1	698	0.0	1442
BT_4170	ALJ43466.1|PL9_1	100	535	0	0	1	535	1	535	0.0	1076
BT_4172	ALJ43463.1|PL26	100	1098	0	0	1	1098	1	1098	0.0	2274
BT_4173	AAO79278.1|CE12	100	524	0	0	1	524	1	524	0.0	1080
BT_4174	AAO79279.1|GH105|3.2.1.172	100	386	0	0	1	386	1	386	5.89e-304	823
BT_4175	ALJ43460.1|PL11_1	100	613	0	0	1	613	1	613	0.0	1288
BT_4176	QMW86519.1|GH105	100	465	0	0	1	465	1	465	0.0	957
BT_4179	QDO67467.1|CE12	52.1	336	156	3	209	540	228	562	7.23e-113	351
BT_4180	QMW86523.1|CE6	100	267	0	0	1	267	1	267	4.94e-202	556
BT_4181	QQA07682.1|GH2	100	989	0	0	1	989	1	989	0.0	2037
BT_4183	QMW86526.1|PL9_1	100	437	0	0	1	437	1	437	0.0	909
