Reg_prop	24	BT_4178	1433	1.1e-06	1	23	36	58	0.9166666666666666
Reg_prop	24	BT_4178	1433	1.1e-06	1	23	81	103	0.9166666666666666
Reg_prop	24	BT_4178	1433	6.3e-07	3	24	475	496	0.875
Reg_prop	24	BT_4178	1433	1.9e-06	1	24	515	538	0.9583333333333334
Reg_prop	24	BT_4178	1433	3.7e-07	3	24	612	633	0.875
Reg_prop	24	BT_4178	1433	4.7e-06	2	23	659	680	0.875
Y_Y_Y	66	BT_4178	1433	4.6e-18	1	65	793	856	0.9696969696969697
HisKA	64	BT_4178	1433	2.7e-14	5	63	908	969	0.90625
HATPase_c	111	BT_4178	1433	9.6e-22	2	110	1017	1125	0.972972972972973
Response_reg	112	BT_4178	1433	2e-25	1	111	1174	1284	0.9821428571428571
HTH_18	81	BT_4178	1433	4.5e-19	2	80	1341	1419	0.9629629629629629
Reg_prop	24	BT_4182	1431	6.3e-06	1	24	34	57	0.9583333333333334
Reg_prop	24	BT_4182	1431	4.5e-05	1	22	79	100	0.875
Reg_prop	24	BT_4182	1431	3.2e-05	6	23	478	495	0.7083333333333334
Reg_prop	24	BT_4182	1431	1.8e-07	1	24	516	539	0.9583333333333334
Reg_prop	24	BT_4182	1431	1e-05	4	24	564	584	0.8333333333333334
Reg_prop	24	BT_4182	1431	3.6e-07	2	24	611	633	0.9166666666666666
Reg_prop	24	BT_4182	1431	1.7e-06	1	23	658	680	0.9166666666666666
Y_Y_Y	66	BT_4182	1431	9.2e-18	5	65	796	854	0.9090909090909091
HisKA	64	BT_4182	1431	1.4e-15	2	62	903	966	0.9375
HATPase_c	111	BT_4182	1431	3.2e-23	2	109	1015	1122	0.963963963963964
Response_reg	112	BT_4182	1431	8.1e-26	1	111	1172	1282	0.9821428571428571
HTH_18	81	BT_4182	1431	8.5e-21	2	80	1339	1416	0.9629629629629629
