HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH95.hmm	722	BXY_06320	822	1.2e-293	6	713	30	759	0.9792243767313019
GH140.hmm	412	BXY_06350	331	1.9e-128	123	412	1	305	0.7014563106796117
CBM67.hmm	176	BXY_06360	1286	1e-39	3	169	141	325	0.9431818181818182
GH78.hmm	504	BXY_06360	1286	6.9e-166	7	504	355	884	0.9861111111111112
GH33.hmm	342	BXY_06360	1286	1.1e-39	13	325	917	1269	0.9122807017543859
CE19.hmm	332	BXY_06400	647	1.2e-145	2	331	111	442	0.9909638554216867
GH28.hmm	325	BXY_06410	430	3.4e-99	10	310	28	400	0.9230769230769231
CBM67.hmm	176	BXY_06420	944	1.8e-35	27	171	201	355	0.8181818181818182
GH78.hmm	504	BXY_06420	944	7.1e-163	3	504	396	924	0.9940476190476191
GH43_18.hmm	229	BXY_06440	307	4.8e-90	2	229	66	292	0.9912663755458515
PL1_2.hmm	183	BXY_06460	579	7.6e-66	1	183	135	328	0.994535519125683
GH92.hmm	491	BXY_06540	794	9.4e-181	2	488	270	757	0.9898167006109979
