HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE12.hmm	210	FJOH_RS21960	218	1.1e-72	11	210	2	202	0.9476190476190476
GH28.hmm	325	FJOH_RS21965	448	2.1e-87	5	310	65	423	0.9384615384615385
PL10_1.hmm	288	FJOH_RS21970	666	1.6e-114	1	287	56	346	0.9930555555555556
CE8.hmm	288	FJOH_RS21970	666	3.9e-106	2	287	373	657	0.9895833333333334
GH43_10.hmm	271	FJOH_RS21975	532	3.2e-110	1	271	34	303	0.996309963099631
CBM91.hmm	200	FJOH_RS21975	532	7.6e-27	5	195	338	529	0.95
GH105.hmm	332	FJOH_RS21980	406	6.7e-128	5	331	61	405	0.9819277108433735
GH105.hmm	332	FJOH_RS21985	401	8.4e-130	5	332	57	401	0.9849397590361446
GH105.hmm	332	FJOH_RS21990	399	5e-112	7	331	57	398	0.9759036144578314
GH28.hmm	325	FJOH_RS22010	475	2.1e-82	6	307	82	451	0.9261538461538461
