HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH43_2.hmm	273	BACCELL_RS09480	443	8.2e-120	1	273	31	300	0.9963369963369964
CBM6.hmm	138	BACCELL_RS09480	443	7.6e-25	45	136	352	442	0.6594202898550725
GH3.hmm	216	BACCELL_RS09485	885	5.9e-70	3	215	56	300	0.9814814814814815
GH43_17.hmm	266	BACCELL_RS09490	352	1.5e-96	1	263	50	320	0.9849624060150376
CE1.hmm	227	BACCELL_RS09495	384	3.3e-66	1	219	150	378	0.960352422907489
CE1.hmm	227	BACCELL_RS09500	388	3.7e-57	1	221	151	384	0.9691629955947136
GH9.hmm	418	BACCELL_RS09510	834	1.2e-32	27	416	388	825	0.930622009569378
GH43_7.hmm	274	BACCELL_RS09525	483	6.8e-155	1	274	30	300	0.9963503649635036
GH43_7.hmm	274	BACCELL_RS09525	483	3.3e-20	31	150	358	451	0.4343065693430657
CE1.hmm	227	BACCELL_RS09535	410	4.3e-58	3	221	150	379	0.960352422907489
