Reg_prop	24	BACCELL_RS09475	1364	3.9e-05	1	24	42	65	0.9583333333333334
Reg_prop	24	BACCELL_RS09475	1364	1.5e-06	1	23	313	335	0.9166666666666666
Reg_prop	24	BACCELL_RS09475	1364	0.0001	5	24	504	523	0.7916666666666666
Reg_prop	24	BACCELL_RS09475	1364	7.1e-06	1	22	598	619	0.875
Y_Y_Y	66	BACCELL_RS09475	1364	7.4e-14	3	66	735	797	0.9545454545454546
HisKA	64	BACCELL_RS09475	1364	1e-14	6	63	858	917	0.890625
HATPase_c	111	BACCELL_RS09475	1364	2.9e-22	2	109	965	1082	0.963963963963964
Response_reg	112	BACCELL_RS09475	1364	3.9e-27	2	111	1120	1229	0.9732142857142857
HTH_18	81	BACCELL_RS09475	1364	1.6e-17	2	79	1285	1363	0.9506172839506173
NIR_SIR	159	BACCELL_RS09500	388	7.9e-05	69	132	205	274	0.39622641509433965
