CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	JABKKF010000001	HPS56_01555	1	1143	+	GH43_24| GH43_24
CGC1	null	JABKKF010000001	HPS56_01560	1612	5211	+	null
CGC1	CAZyme	JABKKF010000001	HPS56_01565	5310	9560	+	GH43_19| GH43_19| GH51|GH51
CGC1	null	JABKKF010000001	HPS56_01570	9576	12287	+	null
CGC1	TC	JABKKF010000001	HPS56_01575	12364	15657	+	1.B.14.6.1
CGC1	TC	JABKKF010000001	HPS56_01580	15673	17397	+	8.A.46.1.4
CGC1	null	JABKKF010000001	HPS56_01585	17434	19506	+	null
CGC1	null	JABKKF010000001	HPS56_01590	19531	21225	+	null
CGC1	TC	JABKKF010000001	HPS56_01595	21259	24543	+	1.B.14.6.1
CGC1	null	JABKKF010000001	HPS56_01600	24565	26331	+	null
CGC1	CAZyme	JABKKF010000001	HPS56_01605	26372	30040	+	 GH128|GH128
CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	JABKKF010000001	HPS56_01555	1	1143	+	GH43_24
CGC1	null	JABKKF010000001	HPS56_01560;Parent	1612	5211	+	null
CGC1	CAZyme	JABKKF010000001	HPS56_01565	5310	9560	+	GH51_2|GH43_19
CGC1	null	JABKKF010000001	HPS56_01570;Parent	9576	12287	+	null
CGC1	TC	JABKKF010000001	HPS56_01575	12364	15657	+	1.B.14.6.1
CGC1	TC	JABKKF010000001	HPS56_01580	15673	17397	+	8.A.46.1.4
CGC1	null	JABKKF010000001	HPS56_01585;Parent	17434	19506	+	null
CGC1	null	JABKKF010000001	HPS56_01590;Parent	19531	21225	+	null
CGC1	TC	JABKKF010000001	HPS56_01595	21259	24543	+	1.B.14.6.1
CGC1	null	JABKKF010000001	HPS56_01600;Parent	24565	26331	+	null
CGC1	CAZyme	JABKKF010000001	HPS56_01605	26372	30040	+	GH128
