CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_ABJL02000006	BACINT_RS02345	6243	8576	-	GH146
CGC1	null	NZ_ABJL02000006	BACINT_RS02350;Parent	8598	10082	-	null
CGC1	null	NZ_ABJL02000006	BACINT_RS02355;Parent	10198	11184	-	null
CGC1	null	NZ_ABJL02000006	BACINT_RS02360;Parent	11203	12873	-	null
CGC1	TC	NZ_ABJL02000006	BACINT_RS02365	12888	15914	-	1.B.14.6.1
CGC1	CAZyme	NZ_ABJL02000006	BACINT_RS02370	15982	18417	-	GH127
CGC1	TF	NZ_ABJL02000006	BACINT_RS02375	18718	19821	+	none
CGC1	CAZyme	NZ_ABJL02000006	BACINT_RS02380	20174	22900	+	GH97
CGC1	CAZyme	NZ_ABJL02000006	BACINT_RS02385	22968	25370	+	GH43_34|CBM32
CGC1	CAZyme	NZ_ABJL02000006	BACINT_RS02390	25393	27798	+	GH127
CGC1	CAZyme	NZ_ABJL02000006	BACINT_RS02395	27812	30061	+	CE1
