CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_CP090614	LZI70_RS00750	5217	6968	+	PL7|PL7
CGC1	CAZyme	NZ_CP090614	LZI70_RS00755	7176	8744	-	CBM32|PL7_5
CGC1	null	NZ_CP090614	LZI70_RS00760;Parent	9129	10985	-	null
CGC1	TC	NZ_CP090614	LZI70_RS00765	11121	11987	-	1.B.35.1.3
CGC1	null	NZ_CP090614	LZI70_RS00770;Parent	12725	13042	-	null
CGC1	null	NZ_CP090614	LZI70_RS00775;Parent	13264	14043	-	null
CGC1	STP	NZ_CP090614	LZI70_RS00780	14275	16134	+	cNMP_binding|CBS|CBS
CGC1	null	NZ_CP090614	LZI70_RS00785;Parent	16138	16848	+	null
CGC1	TC	NZ_CP090614	LZI70_RS00790	17037	18821	-	2.A.21.3.12
CGC1	TC	NZ_CP090614	LZI70_RS00795	19761	21632	+	1.B.52.2.1
