Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
BACOVA_03417	SCV07728.1|GH43_10	100	534	0	0	1	534	1	534	0.0	1117
BACOVA_03419	ALJ48321.1|GH3	100	861	0	0	1	861	1	861	0.0	1759
BACOVA_03421	QRQ55166.1|GH43_12	100	575	0	0	1	575	1	575	0.0	1209
BACOVA_03422	QRQ55167.1|GH31	100	814	0	0	1	814	1	814	0.0	1709
BACOVA_03423	QRQ55168.1|GH97	100	658	0	0	9	666	1	658	0.0	1349
BACOVA_03424	QRQ55169.1|CBM6|GH43_29	100	443	0	0	1	443	1	443	0.0	948
BACOVA_03425	EDO10792.1|GH43_12|3.2.1.55	100	600	0	0	1	600	1	600	0.0	1254
BACOVA_03431	SCV07740.1|GH10	100	750	0	0	1	750	1	750	0.0	1517
BACOVA_03432	EDO10799.1|GH30_8	100	547	0	0	1	547	1	547	0.0	1115
BACOVA_03433	SCV07742.1|CBM35|GH98	100	947	0	0	1	947	1	947	0.0	1943
BACOVA_03434	EDO10801.1|GH115	100	847	0	0	1	847	1	847	0.0	1758
BACOVA_03435	ALJ48336.1|CBM48|CE0|CE6|3.1.1.72|3.1.1.73	100	638	0	0	1	638	1	638	0.0	1340
BACOVA_03436	ALJ48337.1|CBM6|GH43_29	100	462	0	0	1	462	1	462	0.0	976
BACOVA_03438	SCV07747.1|GH95	100	811	0	0	1	811	1	811	0.0	1665
BACOVA_03442	ALJ48342.1|GH30	100	503	0	0	1	503	1	503	0.0	1036
BACOVA_03449	EDO10816.1|GH115|3.2.1.131	100	856	0	0	1	856	1	856	0.0	1773
BACOVA_03450	QRQ55192.1|CE20	100	643	0	0	1	643	1	643	0.0	1312
