Reg_prop	24	BACOVA_03437	1339	2.6e-06	2	24	30	52	0.9166666666666666
Reg_prop	24	BACOVA_03437	1339	2.6e-05	4	23	203	222	0.7916666666666666
Reg_prop	24	BACOVA_03437	1339	2e-06	4	24	341	361	0.8333333333333334
Reg_prop	24	BACOVA_03437	1339	5.1e-05	6	23	436	453	0.7083333333333334
Reg_prop	24	BACOVA_03437	1339	7.8e-06	2	23	516	537	0.875
Reg_prop	24	BACOVA_03437	1339	5.2e-05	1	23	558	580	0.9166666666666666
Y_Y_Y	66	BACOVA_03437	1339	7.4e-11	5	63	700	754	0.8787878787878788
HisKA	64	BACOVA_03437	1339	5.7e-13	2	64	808	872	0.96875
HATPase_c	111	BACOVA_03437	1339	6.1e-24	3	110	920	1039	0.963963963963964
Response_reg	112	BACOVA_03437	1339	9e-29	1	111	1085	1195	0.9821428571428571
HTH_18	81	BACOVA_03437	1339	1.9e-23	3	80	1255	1331	0.9506172839506173
Reg_prop	24	BACOVA_03441	1321	3.2e-07	5	23	34	52	0.75
Reg_prop	24	BACOVA_03441	1321	6.5e-06	1	23	75	97	0.9166666666666666
Reg_prop	24	BACOVA_03441	1321	5.5e-06	4	23	297	316	0.7916666666666666
Reg_prop	24	BACOVA_03441	1321	2.4e-05	3	23	381	401	0.8333333333333334
Reg_prop	24	BACOVA_03441	1321	9.7e-05	4	23	509	529	0.7916666666666666
Reg_prop	24	BACOVA_03441	1321	2e-05	1	22	550	571	0.875
Y_Y_Y	66	BACOVA_03441	1321	1.1e-12	1	52	688	739	0.7727272727272727
HisKA	64	BACOVA_03441	1321	1.5e-12	5	64	794	855	0.921875
HATPase_c	111	BACOVA_03441	1321	2.9e-22	2	109	902	1021	0.963963963963964
Response_reg	112	BACOVA_03441	1321	3.2e-26	1	111	1068	1178	0.9821428571428571
HTH_18	81	BACOVA_03441	1321	1.2e-24	1	79	1236	1313	0.9629629629629629
