HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH43_10.hmm	271	BACOVA_03417	534	6.3e-98	1	271	30	299	0.996309963099631
CBM91.hmm	200	BACOVA_03417	534	5.6e-32	5	197	325	528	0.96
GH3.hmm	216	BACOVA_03419	861	3.7e-71	3	215	59	304	0.9814814814814815
GH43_12.hmm	281	BACOVA_03421	575	4.9e-110	2	281	65	359	0.9928825622775801
CBM91.hmm	200	BACOVA_03421	575	1.6e-56	4	182	395	574	0.89
GH31_4.hmm	435	BACOVA_03422	814	1e-186	1	435	217	713	0.9977011494252873
GH97.hmm	631	BACOVA_03423	666	6.5e-171	5	628	31	664	0.9873217115689382
GH43_29.hmm	278	BACOVA_03424	443	2.9e-116	1	278	25	297	0.9964028776978417
CBM6.hmm	138	BACOVA_03424	443	2.5e-32	18	137	321	443	0.8623188405797102
GH43_12.hmm	281	BACOVA_03425	600	7.1e-115	2	281	93	388	0.9928825622775801
CBM91.hmm	200	BACOVA_03425	600	6.7e-56	6	180	421	599	0.87
GH30_8.hmm	342	BACOVA_03432	547	1.5e-119	2	338	137	501	0.9824561403508771
GH98.hmm	327	BACOVA_03433	947	2e-113	3	326	234	554	0.9877675840978594
CBM35.hmm	119	BACOVA_03433	947	4.5e-22	18	117	839	942	0.8319327731092437
GH115.hmm	697	BACOVA_03434	847	6.2e-273	9	697	43	823	0.9870875179340028
CE6.hmm	99	BACOVA_03435	638	1.6e-33	2	99	87	197	0.9797979797979798
CE1.hmm	227	BACOVA_03435	638	3.6e-58	4	222	406	634	0.960352422907489
GH43_29.hmm	278	BACOVA_03436	462	5e-121	1	277	27	314	0.9928057553956835
CBM6.hmm	138	BACOVA_03436	462	3.1e-35	16	138	336	462	0.8840579710144928
GH95.hmm	722	BACOVA_03438	811	2.5e-294	5	713	20	743	0.9806094182825484
GH30.hmm	417	BACOVA_03442	503	6.4e-38	10	416	44	498	0.973621103117506
GH115.hmm	697	BACOVA_03449	856	5.7e-291	2	697	42	832	0.9971305595408895
CE20.hmm	249	BACOVA_03450	686	1.4e-36	3	121	97	223	0.4738955823293173
CE20.hmm	249	BACOVA_03450	686	4.1e-45	121	244	402	527	0.4939759036144578
