HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH43_1.hmm	310	JOP69_RS09760	345	1.4e-161	1	310	22	337	0.9967741935483871
GH10.hmm	303	JOP69_RS09770	382	2.1e-106	1	301	36	375	0.9900990099009901
GH179.hmm	338	JOP69_RS09785	380	2.8e-22	21	182	73	231	0.47633136094674555
GH10.hmm	303	JOP69_RS09805	400	1.1e-104	2	302	45	393	0.9900990099009901
GH26.hmm	303	JOP69_RS09840	338	1.4e-17	128	275	129	302	0.48514851485148514
GH43_12.hmm	281	JOP69_RS09845	555	5.4e-122	2	281	36	327	0.9928825622775801
CBM91.hmm	200	JOP69_RS09845	555	1.4e-63	6	199	360	554	0.965
GH10.hmm	303	JOP69_RS09850	361	1.1e-99	7	302	35	357	0.9735973597359736
GH10.hmm	303	JOP69_RS09855	451	1.2e-94	3	301	136	447	0.9834983498349835
GH3.hmm	216	JOP69_RS09875	885	6e-77	3	215	74	317	0.9814814814814815
