Reg_prop	24	BcellWH2_00923	1440	3.8e-06	1	22	59	80	0.875
Reg_prop	24	BcellWH2_00923	1440	1.5e-07	2	23	386	407	0.875
Reg_prop	24	BcellWH2_00923	1440	5.5e-07	2	24	431	453	0.9166666666666666
Reg_prop	24	BcellWH2_00923	1440	1.5e-07	1	24	626	649	0.9583333333333334
Y_Y_Y	66	BcellWH2_00923	1440	1.5e-18	1	65	759	824	0.9696969696969697
HisKA	64	BcellWH2_00923	1440	8.2e-12	4	63	926	987	0.921875
HATPase_c	111	BcellWH2_00923	1440	3.1e-24	2	110	1035	1154	0.972972972972973
Response_reg	112	BcellWH2_00923	1440	1.8e-27	1	111	1189	1299	0.9821428571428571
HTH_18	81	BcellWH2_00923	1440	1.3e-21	2	79	1356	1436	0.9506172839506173
NUDIX	131	BcellWH2_00930	226	5.1e-13	6	116	16	131	0.8396946564885496
