Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
FJOH_RS16145	ABQ06126.1|GH43_19|GH43_34	100	644	0	0	1	644	1	644	0.0	1321
FJOH_RS16150	ABQ06127.1|GH27	100	453	0	0	1	453	1	453	0.0	941
FJOH_RS16155	ABQ06128.1|GH2	100	806	0	0	1	806	1	806	0.0	1663
FJOH_RS16160	ABQ06129.1|GH95	100	822	0	0	1	822	1	822	0.0	1678
FJOH_RS16165	ABQ06130.1|GH51	100	661	0	0	1	661	1	661	0.0	1338
FJOH_RS16170	ABQ06131.1|GH28	100	479	0	0	1	479	1	479	0.0	889
FJOH_RS16175	ABQ06132.1|GH28	100	509	0	0	1	509	1	509	0.0	1014
FJOH_RS16190	ABQ06135.1|GH2	100	1043	0	0	1	1043	1	1043	0.0	2147
FJOH_RS16220	ABQ06141.1|GH92	100	757	0	0	1	757	1	757	0.0	1568
FJOH_RS16225	ABQ06142.1|GH92	100	768	0	0	1	768	1	768	0.0	1587
FJOH_RS16240	ABQ06145.1|GH89	100	723	0	0	1	723	1	723	0.0	1510
