CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	NZ_CP009976	M666_RS19465	1028	2332	+	2.A.8.1.4
CGC1	null	NZ_CP009976	M666_RS19470;Parent	2490	3497	+	null
CGC1	null	NZ_CP009976	M666_RS19475;Parent	3574	4743	+	null
CGC1	null	NZ_CP009976	M666_RS19480;Parent	4715	6163	+	null
CGC1	null	NZ_CP009976	M666_RS19485;Parent	6164	7111	+	null
CGC1	null	NZ_CP009976	M666_RS19490;Parent	7101	7748	+	null
CGC1	null	NZ_CP009976	M666_RS19495;Parent	7813	8139	+	null
CGC1	null	NZ_CP009976	M666_RS19500;Parent	8310	9725	+	null
CGC1	CAZyme	NZ_CP009976	M666_RS19505	9747	11846	+	GH127
CGC1	TC	NZ_CP009976	M666_RS19510	11883	13448	+	2.A.1.1.55
CGC1	CAZyme	NZ_CP009976	M666_RS19515	13467	14930	+	GH16_13
CGC1	CAZyme	NZ_CP009976	M666_RS19520	14961	16949	+	GH127
CGC1	null	NZ_CP009976	M666_RS19525;Parent	17036	19222	-	null
CGC1	null	NZ_CP009976	M666_RS19530;Parent	19225	19683	-	null
CGC1	null	NZ_CP009976	M666_RS19535;Parent	19989	21641	+	null
CGC1	null	NZ_CP009976	M666_RS19540;Parent	21654	23132	+	null
CGC1	null	NZ_CP009976	M666_RS19545;Parent	23163	25040	+	null
CGC1	TC	NZ_CP009976	M666_RS19550	25518	28709	+	1.B.14.6.1
