HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH43_10.hmm	271	GRFL_0317	516	3.5e-97	2	271	28	293	0.992619926199262
CBM91.hmm	200	GRFL_0317	516	8.6e-32	9	196	328	514	0.935
GH43_12.hmm	281	GRFL_0318	581	8.8e-107	2	281	64	359	0.9928825622775801
CBM91.hmm	200	GRFL_0318	581	8.2e-51	5	183	396	575	0.89
CE20.hmm	249	GRFL_0320	648	5e-43	3	120	102	223	0.46987951807228917
CE20.hmm	249	GRFL_0320	648	3.8e-56	103	248	388	534	0.5823293172690763
GH43_1.hmm	310	GRFL_0321	391	3.2e-169	1	310	69	378	0.9967741935483871
GH3.hmm	216	GRFL_0332	735	5e-74	3	215	67	307	0.9814814814814815
GH67.hmm	669	GRFL_0333	743	6.7e-296	2	667	45	715	0.9940209267563528
GH10.hmm	303	GRFL_0336	382	4e-116	2	301	44	371	0.9867986798679867
GH115.hmm	697	GRFL_0337	947	1.5e-287	2	697	46	926	0.9971305595408895
CE15.hmm	269	GRFL_0338	439	1.9e-87	1	268	73	438	0.9925650557620818
