CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_CP098511	NBT05_RS08975	1	2229	+	GH86
CGC1	CAZyme	NZ_CP098511	NBT05_RS08980	3068	5785	-	GH16_16|CBM6
CGC1	CAZyme	NZ_CP098511	NBT05_RS08985	6187	9291	-	GH86|GH86|CBM6
CGC1	null	NZ_CP098511	NBT05_RS08990;Parent	10522	12396	-	null
CGC1	CAZyme	NZ_CP098511	NBT05_RS08995	12686	13813	-	GH16_16
CGC1	null	NZ_CP098511	NBT05_RS09000;Parent	14800	16353	-	null
CGC1	null	NZ_CP098511	NBT05_RS09005;Parent	16367	18115	-	null
CGC1	TC	NZ_CP098511	NBT05_RS09010	18138	21272	-	1.B.14.6.1
CGC1	null	NZ_CP098511	NBT05_RS09015;Parent	22200	22439	+	null
CGC1	null	NZ_CP098511	NBT05_RS09020;Parent	23398	24045	+	null
CGC1	CAZyme	NZ_CP098511	NBT05_RS09025	24168	26816	+	GH86
CGC1	CAZyme	NZ_CP098511	NBT05_RS09030	27368	28630	+	GH16_15
CGC1	null	NZ_CP098511	NBT05_RS18390;Parent	28928	32389	-	null
CGC1	TC	NZ_CP098511	NBT05_RS09050	33687	36926	+	1.B.14.17.1
CGC1	null	NZ_CP098511	NBT05_RS09055;Parent	36934	38439	+	null
CGC1	null	NZ_CP098511	NBT05_RS09060;Parent	38460	39575	+	null
CGC1	TC	NZ_CP098511	NBT05_RS09065	39648	41009	+	1.B.14.17.1
CGC1	null	NZ_CP098511	NBT05_RS09070;Parent	41176	43470	-	null
CGC1	TF	NZ_CP098511	NBT05_RS09075	43884	44765	+	HTH_AraC|HTH_AraC
CGC1	STP	NZ_CP098511	NBT05_RS09080	44805	46061	-	Pyr_redox_2
CGC1	null	NZ_CP098511	NBT05_RS09085;Parent	46112	46420	-	null
CGC1	null	NZ_CP098511	NBT05_RS09090;Parent	46481	47638	-	null
CGC1	CAZyme	NZ_CP098511	NBT05_RS09095	47726	48544	-	CE1
CGC1	null	NZ_CP098511	NBT05_RS09100;Parent	48629	49753	-	null
CGC1	TF	NZ_CP098511	NBT05_RS09105	49923	51545	-	GerE
CGC1	CAZyme	NZ_CP098511	NBT05_RS09110	51840	54377	+	GH2
CGC1	CAZyme	NZ_CP098511	NBT05_RS09115	54416	55699	+	GH117|GH117
CGC1	null	NZ_CP098511	NBT05_RS09120;Parent	55714	56730	+	null
CGC1	null	NZ_CP098511	NBT05_RS09125;Parent	56756	57520	+	null
CGC1	null	NZ_CP098511	NBT05_RS09130;Parent	57551	59002	+	null
CGC1	null	NZ_CP098511	NBT05_RS09135;Parent	59626	60720	+	null
CGC1	null	NZ_CP098511	NBT05_RS09140;Parent	60771	61823	+	null
CGC1	null	NZ_CP098511	NBT05_RS09145;Parent	61872	62891	+	null
CGC1	TC	NZ_CP098511	NBT05_RS09150	62975	64555	+	2.A.21.3.21
CGC1	CAZyme	NZ_CP098511	NBT05_RS09155	64886	66394	-	GH82
