Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
NBT05_RS08975	UZO82591.1|GH86	100	742	0	0	1	742	1	742	0.0	1504
NBT05_RS08980	UZO82592.1|CBM6|GH16_16	100	905	0	0	1	905	1	905	0.0	1795
NBT05_RS08985	UZO82593.1|CBM6|GH86	100	1034	0	0	1	1034	1	1034	0.0	2061
NBT05_RS08995	UZO82595.1|GH16_16	100	375	0	0	1	375	1	375	6.69e-284	772
NBT05_RS09025	UZO82601.1|GH86	100	882	0	0	1	882	1	882	0.0	1776
NBT05_RS09030	UZO82602.1|GH16_15	100	420	0	0	1	420	1	420	0.0	877
NBT05_RS09050	QEG39182.1|CBM32	36.5	1067	594	22	35	1047	37	1073	2.80e-194	602
NBT05_RS09110	UZO82615.1|GH2	100	845	0	0	1	845	1	845	0.0	1746
NBT05_RS09115	UZO82616.1|GH117	100	427	0	0	1	427	1	427	0.0	905
NBT05_RS09155	UZO82623.1|GH82	100	502	0	0	1	502	1	502	0.0	1000
NBT05_RS09160	UZJ45781.1|GH43_26	48.1	345	170	5	55	395	388	727	3.55e-106	333
