dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	xylan, xylan	295	HPS56_11565	549	3.7e-149	1	295	49	341	0.9966101694915255	0.9966101694915255
CBM91_e46	CBM91:172|GH43_12:169|GH10:14|GH43_8:1	-	xylan	179	HPS56_11565	549	1.3e-60	1	176	375	547	0.9776536312849162	0.9776536312849162
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	HPS56_11570	833	3.1e-260	11	644	39	818	0.9798761609907121	0.9798761609907121
GH43_e163	GH43_10:36|GH43_19:1	-	-	216	HPS56_11575	698	2.5e-113	1	215	36	250	0.9907407407407407	0.9907407407407407
CBM91_e37	CBM91:51|GH43_10:51	-	xylan	186	HPS56_11575	698	2.8e-81	1	186	362	547	0.9946236559139785	0.9946236559139785
GH97_e18	GH97:183|GH146:3|GH43_19:3|CE6:2	3.2.1.22:1|3.2.1.88:1	alpha-glucan	633	HPS56_11580	634	1.6e-302	7	633	13	633	0.9889415481832543	0.9889415481832543
GH43_e59	GH43_29:334|CBM6:308|CBM2:13|CBM13:12|CBM22:12|CBM42:12|GH43_10:9|GH43:9|CBM48:6|CE0:6|GH43_17:4|GH27:3|GH43_30:2|CE6:2|CBM64:1|CBM51:1|GH43_26:1|CBM1:1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1	xylan, xylan, xylan	281	HPS56_11585	456	1.8e-133	1	280	22	310	0.9928825622775801	0.9928825622775801
CBM6_e0	CBM6:335|GH43_29:310|CBM13:12|CBM22:12|CBM2:12|GH43_16:11|GH43:10|CBM48:6|CE0:6|GH27:2|CBM32:1|CBM36:1|CBM1:1|GH43_10:1|CBM64:1	3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	beta-glucan, xylan, cellulose	125	HPS56_11585	456	1.5e-51	2	124	333	456	0.976	0.976
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	HPS56_11590	621	5e-36	4	202	44	268	0.9611650485436893	0.9611650485436893
CBM48_e9	CBM48:44|CE0:41|CE6:26|CBM6:6|GH43_29:6	3.1.1.72:2|3.1.1.73:1	glycogen	60	HPS56_11590	621	3.5e-27	1	59	300	357	0.9666666666666667	0.9666666666666667
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	HPS56_11590	621	1.9e-51	3	206	409	616	0.9854368932038835	0.9854368932038835
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	pectin, xylan, xyloglucan, host glycan	743	HPS56_11595	818	6.8e-299	2	729	23	753	0.9784656796769852	0.9784656796769852
GH115_e6	GH115:205|GH159:1	-	-	764	HPS56_11600	840	4.8e-276	9	763	26	823	0.9869109947643979	0.9869109947643979
CE1_e24	CE1:8|CBM4:3|GH11:1|CBM88:1|CBM9:1|CBM6:1|CBM35:1	3.1.1.72:1|3.2.1.8:1	xylan	151	HPS56_11620	413	4e-71	2	150	36	184	0.9801324503311258	0.9801324503311258
GH30_e76	GH30_8:28|CBM2:21|GH30:2|CBM10:1	-	-	358	HPS56_11625	502	9.6e-97	3	350	27	396	0.9692737430167597	0.9692737430167597
