Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools
HPS56_11565	3.2.1.55:7|3.2.1.8:1|-	GH43_12(48-340)+CBM91(374-548)	GH43_e124+CBM91_e46	GH43_12	3
HPS56_11570	3.2.1.131:6	GH115(38-811)	GH115_e0	GH115	3
HPS56_11575	-|-	GH43_10(35-249)+CBM91(361-547)	GH43_e163+CBM91_e37	CBM91+GH43_10+GH51_2	3
HPS56_11580	3.2.1.22:1|3.2.1.88:1	GH97(9-632)	GH97_e18	GH97	3
HPS56_11585	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1|3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	GH43_29(21-309)+CBM6(332-456)	GH43_e59+CBM6_e0	CBM6+GH43_29	3
HPS56_11590	-|3.1.1.72:2|3.1.1.73:1|-	CE1(39-273)+CE1(400-615)	CE1_e22+CBM48_e9+CE1_e22	CBM48+CE0+CE6	3
HPS56_11595	3.2.1.-:3|3.2.1.63:2	GH95(23-753)	GH95_e1	GH95	3
HPS56_11600	-	GH115(26-821)	GH115_e6	GH115	3
HPS56_11620	3.1.1.72:1|3.2.1.8:1	CE1(33-190)	CE1_e24	CE1	3
HPS56_11625	-	GH30_8(25-405)	GH30_e76	GH30_8	3
