HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE20.hmm	249	BT_0447	884	1.1e-87	3	249	103	362	0.9879518072289156
CBM93.hmm	150	BT_0455	544	1.2e-69	2	150	24	172	0.9866666666666667
GH33.hmm	342	BT_0455	544	8.9e-97	11	332	193	532	0.9385964912280702
GH20.hmm	337	BT_0456	670	9.6e-61	8	335	140	412	0.9703264094955489
CE20.hmm	249	BT_0457	692	2.2e-83	3	248	301	581	0.9839357429718876
GH2.hmm	752	BT_0458	864	1.8e-111	20	587	24	780	0.7539893617021277
GH20.hmm	337	BT_0459	774	2.1e-126	8	336	154	509	0.973293768545994
CBM32.hmm	124	BT_0459	774	1.4e-16	18	107	638	747	0.717741935483871
GH20.hmm	337	BT_0460	691	3.2e-124	8	336	151	498	0.973293768545994
GH2.hmm	752	BT_0461	898	3.3e-123	28	587	26	770	0.7433510638297872
