HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH2.hmm	752	CWS31_RS01305	857	7e-121	16	609	29	794	0.788563829787234
GH96.hmm	614	CWS31_RS01335	1320	0	1	614	697	1320	0.998371335504886
GH96.hmm	614	CWS31_RS01340	1168	0	1	614	556	1168	0.998371335504886
GH50.hmm	653	CWS31_RS01360	789	7.4e-202	5	652	100	783	0.9908116385911179
GH50.hmm	653	CWS31_RS01365	774	1.5e-202	6	653	88	767	0.9908116385911179
GH29.hmm	346	CWS31_RS01380	521	4.3e-114	15	346	37	409	0.9566473988439307
GH50.hmm	653	CWS31_RS01475	788	1.1e-209	2	652	91	783	0.9954058192955589
GH86.hmm	591	CWS31_RS01500	815	1.1e-215	7	590	155	805	0.9864636209813875
GH117.hmm	211	CWS31_RS01540	362	8e-45	1	116	54	180	0.5450236966824644
GH117.hmm	211	CWS31_RS01540	362	3.4e-29	30	121	177	268	0.4312796208530806
