SBP_bac_1	315	AGS52250.1	414	4.6e-14	63	313	3	264	0.7936507936507936
AAA	132	AGS52261.1	331	3.6e-06	3	130	42	191	0.9621212121212122
Response_reg	112	AGS52262.1	339	1.3e-24	1	112	4	115	0.9910714285714286
HD	122	AGS52262.1	339	9.8e-17	21	121	173	289	0.819672131147541
Pyr_redox_2	292	AGS52271.1	587	1.8e-06	1	106	3	157	0.3595890410958904
SBP_bac_3	225	AGS52273.1	1194	4.5e-11	14	208	74	266	0.8622222222222222
SBP_bac_3	225	AGS52273.1	1194	3e-14	8	213	317	521	0.9111111111111111
HisKA	64	AGS52273.1	1194	2.8e-19	2	63	587	650	0.953125
HATPase_c	111	AGS52273.1	1194	5.1e-27	1	109	698	812	0.972972972972973
Response_reg	112	AGS52273.1	1194	1.3e-22	1	111	854	964	0.9821428571428571
