HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE9.hmm	373	HMPREF1534_RS16630	387	7.2e-111	1	373	5	378	0.9973190348525469
GH2.hmm	752	HMPREF1534_RS16635	834	1e-124	24	576	22	759	0.7340425531914894
GH92.hmm	491	HMPREF1534_RS16640	750	6e-175	2	489	260	746	0.9918533604887984
GH20.hmm	337	HMPREF1534_RS16645	686	2.3e-119	8	336	145	492	0.973293768545994
GH20.hmm	337	HMPREF1534_RS16655	774	1.6e-127	9	335	155	508	0.9673590504451038
GH2.hmm	752	HMPREF1534_RS16660	866	6.3e-117	23	590	21	812	0.7539893617021277
CE3.hmm	194	HMPREF1534_RS16665	689	8e-16	1	192	23	211	0.9845360824742269
CE20.hmm	249	HMPREF1534_RS16665	689	8.5e-88	3	248	299	579	0.9839357429718876
CE3.hmm	194	HMPREF1534_RS16670	221	6.3e-16	21	183	31	207	0.8350515463917526
GH20.hmm	337	HMPREF1534_RS16675	669	1.1e-62	9	335	141	412	0.9673590504451038
CBM93.hmm	150	HMPREF1534_RS16680	546	8.1e-67	1	149	24	172	0.9866666666666667
GH33.hmm	342	HMPREF1534_RS16680	546	4.3e-95	12	330	194	530	0.9298245614035088
