Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
HMPREF1534_RS16630	VTZ55330.1|CE9	98.7	387	5	0	1	387	1	387	2.84e-282	769
HMPREF1534_RS16635	VDS02717.1|GH2	99.9	834	1	0	1	834	1	834	0.0	1754
HMPREF1534_RS16640	VDS02716.1|GH92	99.9	750	1	0	1	750	1	750	0.0	1564
HMPREF1534_RS16645	VDS02715.1|GH20	99.1	686	6	0	1	686	1	686	0.0	1385
HMPREF1534_RS16650	QIU95642.1|CE20	49.6	353	165	3	33	374	695	1045	3.68e-110	351
HMPREF1534_RS16655	VDS02713.1|GH20	99.7	770	2	0	5	774	1	770	0.0	1571
HMPREF1534_RS16660	VDS02712.1|GH2	99.8	861	2	0	6	866	1	861	0.0	1783
HMPREF1534_RS16665	VDS02711.1|CE20	99.6	689	3	0	1	689	1	689	0.0	1426
HMPREF1534_RS16670	UVR05074.1|CE0	86.9	221	29	0	1	221	1	221	7.62e-140	395
HMPREF1534_RS16675	VDS02709.1|GH20	99.5	653	3	0	17	669	1	653	0.0	1360
HMPREF1534_RS16680	VDS02708.1|GH33	100	546	0	0	1	546	1	546	0.0	1101
