CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	JABKKE010000002	HPS55_02230	1	3237	+	1.B.14.6.1
CGC1	null	JABKKE010000002	HPS55_02235	3259	5190	+	null
CGC1	null	JABKKE010000002	HPS55_02240	5209	6807	+	null
CGC1	CAZyme	JABKKE010000002	HPS55_02250	9337	11919	+	GH3| GH3
CGC1	TF	JABKKE010000002	HPS55_02255	12133	16029	-	HTH_AraC+HTH_AraC
CGC1	CAZyme	JABKKE010000002	HPS55_02260	16671	18074	-	 GH57|GH57
CGC1	CAZyme	JABKKE010000002	HPS55_02265	18149	19417	-	 GT4|GT4
CGC1	CAZyme	JABKKE010000002	HPS55_02270	19433	21382	-	 GH133|GH133
CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	JABKKE010000002	HPS55_02230	1	3237	+	1.B.14.6.1
CGC1	null	JABKKE010000002	HPS55_02235;Parent	3259	5190	+	null
CGC1	null	JABKKE010000002	HPS55_02240;Parent	5209	6807	+	null
CGC1	CAZyme	JABKKE010000002	HPS55_02250	9337	11919	+	GH3
CGC1	TF	JABKKE010000002	HPS55_02255	12133	16029	-	HTH_AraC|HTH_AraC
CGC1	CAZyme	JABKKE010000002	HPS55_02260	16671	18074	-	GH57
CGC1	CAZyme	JABKKE010000002	HPS55_02265	18149	19417	-	GT4
CGC1	CAZyme	JABKKE010000002	HPS55_02270	19433	21382	-	GH133
