Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools
AXE80_RS07320	3.2.1.212:4	GH107(18-386)	GH107_e2	GH107	3
AXE80_RS07325	3.2.1.212:4	GH107(247-640)	GH107_e2	GH107	3
AXE80_RS07330	-	GH141(29-559)	GH141_e20	GH141	3
AXE80_RS07335	3.2.1.55:2	GH43_2(32-293)	GH43_e327	GH43_2	3
AXE80_RS07345	-	GH141(24-542)	GH141_e24	CBM32	3
AXE80_RS07360	-	GH141(33-580)	GH141_e12	GH141	3
AXE80_RS07365	-	GH29(17-371)	GH29_e73	GH29	3
AXE80_RS07370	3.2.1.63:5|3.2.1.51:1	GH95(54-767)	GH95_e0	GH95	3
AXE80_RS07380	3.2.1.211:1	GH168(104-373)	GH168_e1	GH168	3
AXE80_RS07385	-	GH29(202-456)	-	GH0	2
AXE80_RS07390	-	GH117(174-328)	GH117_e9	GH117	3
AXE80_RS07395	-	GH29(56-383)	GH29_e26	GH29	3
AXE80_RS07425	-	GH29(11-382)	GH29_e45	GH29	3
AXE80_RS07435	3.2.1.212:4	GH107(228-557)	GH107_e2	GH107	3
AXE80_RS07440	3.2.1.212:4	GH107(40-383)	GH107_e2	GH107	3
AXE80_RS07465	3.2.1.51:2	GH29(16-361)	GH29_e29	GH29	3
AXE80_RS07340	-	-	-	CBM6	1
AXE80_RS07355	-	-	-	CBM35+CBM47	1
AXE80_RS07400	-	-	-	GH29	1
AXE80_RS07460	-	-	-	GH29	1
