Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
AXE80_RS07320	ANW96097.1|GH107	100	800	0	0	1	800	1	800	0.0	1634
AXE80_RS07325	ANW96098.1|GH107	100	883	0	0	1	883	1	883	0.0	1783
AXE80_RS07330	ANW96099.1|GH141	100	718	0	0	1	718	9	726	0.0	1388
AXE80_RS07335	ALJ05409.1|GH43_2	66.2	524	177	0	14	537	31	554	3.32e-274	762
AXE80_RS07340	UXP31992.1|CBM6	56.9	260	111	1	24	283	11	269	2.80e-106	327
AXE80_RS07345	AWW32784.1|CBM32	44.5	778	392	10	10	767	18	775	8.70e-216	638
AXE80_RS07355	UXX79803.1|CBM35|CBM47	51.4	514	224	6	9	518	9	500	2.51e-164	499
AXE80_RS07360	ANW97461.1|GH141	100	729	0	0	13	741	2	730	0.0	1479
AXE80_RS07365	ANW97462.1|GH29	100	360	0	0	13	372	2	361	3.07e-278	757
AXE80_RS07370	ANW96103.1|GH95	100	884	0	0	18	901	1	884	0.0	1791
AXE80_RS07380	ANW96105.1|GH168	100	389	0	0	1	389	1	389	1.33e-297	808
AXE80_RS07385	ANW96106.1|GH0	100	520	0	0	1	520	1	520	0.0	1065
AXE80_RS07390	ANW96107.1|GH117	100	347	0	0	1	347	1	347	3.60e-267	727
AXE80_RS07395	ANW96108.1|GH29	100	613	0	0	1	613	1	613	0.0	1264
AXE80_RS07400	QDU88855.1|GH29	41.7	595	302	8	18	595	14	580	1.54e-151	469
AXE80_RS07425	ANW96113.1|GH29	100	494	0	0	1	494	1	494	0.0	979
AXE80_RS07435	ANW96115.1|GH107	100	967	0	0	1	967	1	967	0.0	1952
AXE80_RS07440	ANW96116.1|GH107	100	799	0	0	1	799	1	799	0.0	1618
AXE80_RS07460	UBM36931.1|GH29	40.9	587	302	9	27	598	25	581	4.54e-140	439
AXE80_RS07465	ANW96121.1|GH29	100	592	0	0	1	592	1	592	0.0	1233
