CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_CP014224	AXE80_RS07320	1	2403	-	GH107
CGC1	CAZyme	NZ_CP014224	AXE80_RS07325	2569	5220	-	GH107
CGC1	CAZyme	NZ_CP014224	AXE80_RS07330	5595	7751	-	GH141
CGC1	CAZyme	NZ_CP014224	AXE80_RS07335	7766	9385	-	GH43_2
CGC1	null	NZ_CP014224	AXE80_RS07340;Parent	9397	10251	-	null
CGC1	CAZyme	NZ_CP014224	AXE80_RS07345	10288	12660	-	GH141
CGC1	null	NZ_CP014224	AXE80_RS07350;Parent	12673	14160	-	null
CGC1	null	NZ_CP014224	AXE80_RS07355;Parent	14190	15755	-	null
CGC1	CAZyme	NZ_CP014224	AXE80_RS07360	15799	18024	-	GH141
CGC1	CAZyme	NZ_CP014224	AXE80_RS07365	18028	19146	-	GH29
CGC1	CAZyme	NZ_CP014224	AXE80_RS07370	19164	21869	-	GH95
CGC1	null	NZ_CP014224	AXE80_RS07375;Parent	22045	22494	-	null
CGC1	CAZyme	NZ_CP014224	AXE80_RS07380	22531	23700	-	GH168
CGC1	CAZyme	NZ_CP014224	AXE80_RS07385	23732	25294	-	GH29
CGC1	CAZyme	NZ_CP014224	AXE80_RS07390	25334	26377	-	GH117
CGC1	CAZyme	NZ_CP014224	AXE80_RS07395	26392	28233	-	GH29
CGC1	null	NZ_CP014224	AXE80_RS07400;Parent	28243	30030	-	null
CGC1	TC	NZ_CP014224	AXE80_RS07405	30452	32128	-	8.A.46.1.3
CGC1	TC	NZ_CP014224	AXE80_RS07410	32152	35343	-	1.B.14.6.1
CGC1	null	NZ_CP014224	AXE80_RS07415;Parent	35375	36865	-	null
CGC1	null	NZ_CP014224	AXE80_RS07420;Parent	36870	37736	-	null
CGC1	CAZyme	NZ_CP014224	AXE80_RS07425	37751	39235	-	GH29
CGC1	null	NZ_CP014224	AXE80_RS07430;Parent	39267	40718	-	null
CGC1	CAZyme	NZ_CP014224	AXE80_RS07435	41020	43923	-	GH107
CGC1	CAZyme	NZ_CP014224	AXE80_RS07440	44316	46715	-	GH107
CGC1	null	NZ_CP014224	AXE80_RS07445;Parent	46856	47794	-	null
CGC1	null	NZ_CP014224	AXE80_RS07450;Parent	47829	48917	-	null
CGC1	null	NZ_CP014224	AXE80_RS07455;Parent	48992	49342	-	null
CGC1	null	NZ_CP014224	AXE80_RS07460;Parent	49481	51292	-	null
CGC1	CAZyme	NZ_CP014224	AXE80_RS07465	51328	53106	-	GH29
