CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_BTHI01000008	ACKTSV_RS05520	1	2031	+	GH120
CGC1	null	NZ_BTHI01000008	ACKTSV_RS05525;Parent	2255	3622	-	null
CGC1	null	NZ_BTHI01000008	ACKTSV_RS05530;Parent	3642	3842	-	null
CGC1	CAZyme	NZ_BTHI01000008	ACKTSV_RS05535	4177	5535	-	GH91
CGC1	CAZyme	NZ_BTHI01000008	ACKTSV_RS05540	5601	7082	-	GH32
CGC1	TC	NZ_BTHI01000008	ACKTSV_RS05545	7101	7931	-	3.A.1.1.25
CGC1	TC	NZ_BTHI01000008	ACKTSV_RS05550	7982	8860	-	3.A.1.1.37
CGC1	TC	NZ_BTHI01000008	ACKTSV_RS05555	9040	10269	-	3.A.1.1.7
CGC1	TF	NZ_BTHI01000008	ACKTSV_RS05560	10615	11595	-	LacI
CGC1	null	NZ_BTHI01000008	ACKTSV_RS05565;Parent	11987	12097	-	null
CGC1	null	NZ_BTHI01000008	ACKTSV_RS05575;Parent	12368	12826	-	null
CGC1	TC	NZ_BTHI01000008	ACKTSV_RS05580	13185	14552	+	2.A.66.1.26
