Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools
FJOH_RS21090	-|3.2.1.40:1|3.2.1.-:1	CBM67(144-333)+GH78(355-873)	CBM67_e27+GH78_e2	GH78	3
FJOH_RS21100	3.2.1.185:1|3.2.1.-:1	GH142(49-518)	GH142_e0	GH142	3
FJOH_RS21105	3.2.1.-:3|3.2.1.63:2	GH95(21-756)	GH95_e1	GH95	3
FJOH_RS21110	-	CE19(120-456)	CE19_e2	CE19	3
FJOH_RS21120	-|3.2.1.40:1	CBM67(180-349)+GH78(372-885)	CBM67_e27+GH78_e43	GH78	3
FJOH_RS21125	-	GH143(22-575)	GH143_e1	GH143	3
FJOH_RS21130	3.2.1.55:2	GH43_18(65-290)	GH43_e173	GH43_18	3
FJOH_RS21135	3.2.1.67:1	GH28(49-412)	GH28_e10	GH28	3
FJOH_RS21140	3.2.1.-:1	GH140(35-462)	GH140_e1	GH140	3
FJOH_RS21145	-	PL29(66-325)	PL29_e7	-	2
FJOH_RS21150	-	PL1_2(140-330)	PL1_e77	PL1_2	3
FJOH_RS21160	-	PL1_2(134-324)	PL1_e77	PL1_2	3
FJOH_RS21175	-	CE8(26-322)	CE8_e20	CE8	3
FJOH_RS21180	3.2.1.-:2	GH127(42-582)	GH127_e5	GH127	3
FJOH_RS21185	-	PL1_2(360-547)	PL1_e64	PL1_2	3
FJOH_RS21190	3.2.1.-:1	GH139(6-765)	GH139_e0	GH139	3
FJOH_RS21195	-	CE20(102-364)	CE20_e7	CE20	3
FJOH_RS21200	3.2.1.40:1	GH106(352-1126)	GH106_e44	GH106	3
FJOH_RS21205	3.2.1.23:35	GH2(57-947)	GH2_e1	GH2	3
FJOH_RS21210	3.2.1.31:1|3.2.1.185:1	GH137(24-364)	GH137_e0	GH137	3
FJOH_RS21220	3.2.1.40:3	GH78(203-676)	GH78_e1	GH78	3
FJOH_RS21215	-	-	-	GH28	1
