HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM67.hmm	176	FJOH_RS21090	916	1.2e-40	2	172	144	333	0.9659090909090909
GH78.hmm	504	FJOH_RS21090	916	2.5e-177	1	504	355	873	0.998015873015873
GH142.hmm	479	FJOH_RS21100	522	1.4e-225	1	479	49	518	0.9979123173277662
GH95.hmm	722	FJOH_RS21105	816	1.9e-298	3	716	21	756	0.9875346260387812
CE19.hmm	332	FJOH_RS21110	472	2.1e-133	2	330	120	456	0.9879518072289156
CBM67.hmm	176	FJOH_RS21120	926	2.2e-35	13	171	180	349	0.8977272727272727
GH78.hmm	504	FJOH_RS21120	926	9.5e-163	1	504	372	885	0.998015873015873
GH143.hmm	556	FJOH_RS21125	620	1.1e-297	3	556	22	575	0.9946043165467626
GH43_18.hmm	229	FJOH_RS21130	305	1.1e-90	2	228	65	290	0.9868995633187773
GH28.hmm	325	FJOH_RS21135	522	6.8e-104	8	307	49	412	0.92
GH140.hmm	412	FJOH_RS21140	468	1.3e-169	2	412	35	462	0.9951456310679612
PL29.hmm	301	FJOH_RS21145	1031	6.8e-23	11	275	66	325	0.8770764119601329
PL1_2.hmm	183	FJOH_RS21150	568	2.3e-65	1	183	140	330	0.994535519125683
PL1_2.hmm	183	FJOH_RS21160	570	6.1e-66	1	183	134	324	0.994535519125683
CE8.hmm	288	FJOH_RS21175	328	1.8e-102	2	287	26	322	0.9895833333333334
GH127.hmm	524	FJOH_RS21180	672	3.5e-191	1	524	42	582	0.9980916030534351
PL1_2.hmm	183	FJOH_RS21185	819	6.4e-59	1	183	360	547	0.994535519125683
GH139.hmm	777	FJOH_RS21190	775	0	10	775	6	765	0.9845559845559846
CE20.hmm	249	FJOH_RS21195	474	3.2e-97	3	248	102	364	0.9839357429718876
GH106.hmm	824	FJOH_RS21200	1129	1.9e-237	93	823	352	1126	0.8859223300970874
GH2.hmm	752	FJOH_RS21205	1083	7.6e-219	18	750	57	947	0.973404255319149
GH137.hmm	340	FJOH_RS21210	374	3.6e-182	2	340	24	364	0.9941176470588236
GH78.hmm	504	FJOH_RS21220	728	1.6e-120	7	485	203	676	0.9484126984126984
