Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
FJOH_RS21090	ABQ07088.1|GH78	100	916	0	0	1	916	1	916	0.0	1877
FJOH_RS21100	ABQ07090.1|GH142	100	522	0	0	1	522	1	522	0.0	1105
FJOH_RS21105	ABQ07091.1|GH95	100	816	0	0	1	816	1	816	0.0	1660
FJOH_RS21110	ABQ07092.1|CE19	100	472	0	0	1	472	1	472	0.0	950
FJOH_RS21120	ABQ07093.1|GH78	100	926	0	0	1	926	1	926	0.0	1888
FJOH_RS21125	ABQ07094.1|GH143	100	620	0	0	1	620	1	620	0.0	1275
FJOH_RS21130	ABQ07095.1|GH43_18	100	305	0	0	1	305	1	305	3.42e-228	625
FJOH_RS21135	ABQ07096.1|GH28	100	522	0	0	1	522	1	522	0.0	1049
FJOH_RS21140	ABQ07097.1|GH140	100	468	0	0	1	468	1	468	0.0	977
FJOH_RS21150	ABQ07099.1|PL1_2	100	568	0	0	1	568	1	568	0.0	1092
FJOH_RS21160	ABQ07101.1|PL1_2	100	570	0	0	1	570	1	570	0.0	1176
FJOH_RS21175	ABQ07104.2|CE8	100	328	0	0	1	328	1	328	2.36e-242	663
FJOH_RS21180	ABQ07105.1|GH127	100	672	0	0	1	672	1	672	0.0	1377
FJOH_RS21185	ABQ07106.1|PL1_2	100	819	0	0	1	819	1	819	0.0	1665
FJOH_RS21190	ABQ07107.1|GH139	99.9	775	1	0	1	775	20	794	0.0	1617
FJOH_RS21195	ABQ07108.1|CE20	100	474	0	0	1	474	1	474	0.0	948
FJOH_RS21200	ABQ07109.1|GH106	100	1129	0	0	1	1129	1	1129	0.0	2333
FJOH_RS21205	ABQ07110.1|GH2	99.9	1083	1	0	1	1083	26	1108	0.0	2237
FJOH_RS21210	ABQ07111.1|GH137	100	374	0	0	1	374	1	374	1.04e-291	791
FJOH_RS21215	QEW38185.1|GH28	61.7	397	145	4	164	557	17	409	6.08e-172	515
FJOH_RS21220	ABQ07113.1|GH78	100	728	0	0	1	728	1	728	0.0	1503
