CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	NZ_JH815203	HMPREF9448_RS01765	1	3579	+	1.B.14.6.2
CGC1	TC	NZ_JH815203	HMPREF9448_RS01770	3594	5291	+	8.A.46.2.1
CGC1	CAZyme	NZ_JH815203	HMPREF9448_RS01775	5390	9232	+	GH85
CGC1	null	NZ_JH815203	HMPREF9448_RS01780;Parent	9314	11347	+	null
CGC1	CAZyme	NZ_JH815203	HMPREF9448_RS01790	11552	14899	+	GH84|CBM32
CGC1	CAZyme	NZ_JH815203	HMPREF9448_RS01795	14946	17216	+	GH92
CGC1	CAZyme	NZ_JH815203	HMPREF9448_RS01800	17255	19603	+	GH20
CGC1	CAZyme	NZ_JH815203	HMPREF9448_RS01805	19622	21688	+	GH20
CGC1	null	NZ_JH815203	HMPREF9448_RS01810;Parent	21733	23061	+	null
CGC1	CAZyme	NZ_JH815203	HMPREF9448_RS01815	23131	24102	+	GH130_2
CGC1	CAZyme	NZ_JH815203	HMPREF9448_RS01820	24145	26364	+	GH92
