Response_reg	112	SIP56312.1	453	3.1e-27	1	112	2	116	0.9910714285714286
AAA	132	SIP56312.1	453	6.7e-09	1	121	165	295	0.9090909090909091
HTH_8	42	SIP56312.1	453	4.8e-17	1	42	405	446	0.9761904761904762
Glyoxalase	128	SIP56314.1	170	1.1e-15	2	119	38	153	0.9140625
TPR_1	34	SIP56319.1	450	1.4e-08	2	34	83	115	0.9411764705882353
TPR_2	34	SIP56319.1	450	5.9e-05	3	34	256	287	0.9117647058823529
Pribosyltran	159	SIP56328.1	470	1e-05	29	120	272	371	0.5723270440251572
AraC_binding	136	SIP56329.1	268	3.7e-06	28	78	29	78	0.36764705882352944
HTH_18	81	SIP56329.1	268	1.1e-15	1	79	190	267	0.9629629629629629
Fer4	24	SIP56330.1	313	5.5e-07	5	21	227	243	0.6666666666666666
