HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_13.hmm	361	ACPL_3663	1075	1.7e-78	1	361	110	466	0.997229916897507
CBM41.hmm	102	ACPL_3663	1075	3.5e-25	3	101	728	825	0.9607843137254902
CBM41.hmm	102	ACPL_3663	1075	7.1e-27	2	95	840	929	0.9117647058823529
GT5.hmm	472	ACPL_3669	709	5.9e-33	277	470	320	532	0.4088983050847458
GT5.hmm	472	ACPL_3672	734	2.2e-25	276	466	331	541	0.4025423728813559
GH77.hmm	494	ACPL_3674	698	5.7e-139	2	482	155	676	0.97165991902834
GH13_13.hmm	361	ACPL_3683	1033	5.5e-71	1	361	93	447	0.997229916897507
CBM41.hmm	102	ACPL_3683	1033	1.1e-22	2	100	706	801	0.9607843137254902
CBM41.hmm	102	ACPL_3683	1033	1.7e-25	1	95	810	902	0.9215686274509803
GH13_2.hmm	310	ACPL_3684	728	2.7e-126	1	310	89	395	0.9967741935483871
CBM20.hmm	90	ACPL_3684	728	3.6e-20	1	89	623	716	0.9777777777777777
