CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	NZ_KB890760	B050_RS0121325	1404	3113	-	8.A.46.1.5
CGC1	TC	NZ_KB890760	B050_RS0121330	3126	6281	-	1.B.14.6.1
CGC1	CAZyme	NZ_KB890760	B050_RS0121335	6880	8976	-	GH129
CGC1	null	NZ_KB890760	B050_RS0121340;Parent	9012	10481	-	null
CGC1	null	NZ_KB890760	B050_RS0121345;Parent	10494	11933	-	null
CGC1	CAZyme	NZ_KB890760	B050_RS0121350	11942	13948	-	GH127
CGC1	TC	NZ_KB890760	B050_RS0121355	13945	15510	-	2.A.1.1.55
CGC1	null	NZ_KB890760	B050_RS0121360;Parent	15565	17265	-	null
CGC1	null	NZ_KB890760	B050_RS0121365;Parent	17599	18249	-	null
CGC1	null	NZ_KB890760	B050_RS0121370;Parent	18236	19189	-	null
CGC1	null	NZ_KB890760	B050_RS0121375;Parent	19190	20635	-	null
CGC1	null	NZ_KB890760	B050_RS0121380;Parent	20610	21779	-	null
CGC1	TC	NZ_KB890760	B050_RS0121385	21845	22858	-	2.A.7.6.1
CGC1	TC	NZ_KB890760	B050_RS0121390	23143	24471	-	2.A.8.1.6
