HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM93.hmm	150	VDS02708.1	546	1.2e-66	1	149	24	172	0.9866666666666667
GH33.hmm	342	VDS02708.1	546	6.3e-95	12	330	194	530	0.9298245614035088
GH20.hmm	337	VDS02709.1	653	5.4e-62	9	335	125	396	0.9673590504451038
CE3.hmm	194	VDS02710.1	221	9.2e-16	21	183	31	207	0.8350515463917526
CE3.hmm	194	VDS02711.1	689	5.5e-16	1	192	23	211	0.9845360824742269
CE20.hmm	249	VDS02711.1	689	3.9e-88	3	248	299	579	0.9839357429718876
GH2.hmm	752	VDS02712.1	861	9e-117	23	590	16	807	0.7539893617021277
GH20.hmm	337	VDS02713.1	770	3.7e-127	9	335	151	504	0.9673590504451038
GH20.hmm	337	VDS02715.1	686	2e-119	8	336	145	492	0.973293768545994
GH92.hmm	491	VDS02716.1	750	1.1e-174	2	489	260	746	0.9918533604887984
GH2.hmm	752	VDS02717.1	834	1.2e-122	24	576	22	759	0.7340425531914894
CE9.hmm	373	VDS02718.1	364	1.1e-104	21	373	2	355	0.9436997319034852
GH29.hmm	346	VDS02725.1	493	1.6e-110	22	346	17	368	0.9364161849710982
GH97.hmm	631	VDS02726.1	639	1.7e-131	22	630	23	636	0.9635499207606973
