Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
VDS02708.1	VDS02708.1|GH33	100	546	0	0	1	546	1	546	0.0	1101
VDS02709.1	VDS02709.1|GH20	100	653	0	0	1	653	1	653	0.0	1367
VDS02710.1	UVR05074.1|CE0	86.9	221	29	0	1	221	1	221	7.62e-140	395
VDS02711.1	VDS02711.1|CE20	100	689	0	0	1	689	1	689	0.0	1435
VDS02712.1	VDS02712.1|GH2	100	861	0	0	1	861	1	861	0.0	1788
VDS02713.1	VDS02713.1|GH20	100	770	0	0	1	770	1	770	0.0	1575
VDS02714.1	ADV44723.1|CE20	50.9	342	161	3	1	337	701	1040	1.76e-109	347
VDS02715.1	VDS02715.1|GH20	100	686	0	0	1	686	1	686	0.0	1395
VDS02716.1	VDS02716.1|GH92	100	750	0	0	1	750	1	750	0.0	1566
VDS02717.1	VDS02717.1|GH2	100	834	0	0	1	834	1	834	0.0	1756
VDS02718.1	VDS02718.1|CE9	100	364	0	0	1	364	1	364	1.66e-267	729
VDS02725.1	VDS02725.1|GH29	100	493	0	0	1	493	1	493	0.0	1044
VDS02726.1	VDS02726.1|GH97	100	639	0	0	1	639	1	639	0.0	1328
VDS02727.1	UVQ97454.1|CBM51	91.8	438	36	0	1	438	499	936	1.43e-311	867
