CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_JQNJ01000001	FG28_RS02290	4843	5784	+	GH5_26
CGC1	CAZyme	NZ_JQNJ01000001	FG28_RS02295	5794	6921	-	GH27
CGC1	TC	NZ_JQNJ01000001	FG28_RS02300	7669	9501	+	2.A.21.3.8
CGC1	null	NZ_JQNJ01000001	FG28_RS02305;Parent	9534	10715	+	null
CGC1	CAZyme	NZ_JQNJ01000001	FG28_RS02310	10723	11988	+	GH26
CGC1	TC	NZ_JQNJ01000001	FG28_RS02315	12128	13120	-	8.A.5.1.1
CGC1	CAZyme	NZ_JQNJ01000001	FG28_RS02320	13124	14245	-	CE2
CGC1	TF	NZ_JQNJ01000001	FG28_RS02325	14242	15129	-	HTH_AraC|HTH_AraC
CGC1	null	NZ_JQNJ01000001	FG28_RS02330;Parent	15191	16552	-	null
CGC1	CAZyme	NZ_JQNJ01000001	FG28_RS02335	16691	19180	+	GH9
CGC1	CAZyme	NZ_JQNJ01000001	FG28_RS02340	19199	20200	+	GH26
CGC1	null	NZ_JQNJ01000001	FG28_RS02345;Parent	20172	22136	+	null
CGC1	CAZyme	NZ_JQNJ01000001	FG28_RS02350	22240	23430	-	GH130_1
CGC1	CAZyme	NZ_JQNJ01000001	FG28_RS02355	23467	24537	-	GH26
CGC1	null	NZ_JQNJ01000001	FG28_RS02360;Parent	24808	28107	-	null
CGC1	STP	NZ_JQNJ01000001	FG28_RS02365	28200	29759	-	TPR_1
CGC1	TC	NZ_JQNJ01000001	FG28_RS02370	29774	32977	-	1.B.14.6.1
