CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_DS995531	BACDOR_RS19925	1	2763	-	GH106
CGC1	CAZyme	NZ_DS995531	BACDOR_RS19920	2776	4203	-	GH28
CGC1	null	NZ_DS995531	BACDOR_RS19915;Parent	4219	5022	-	null
CGC1	null	NZ_DS995531	BACDOR_RS19910;Parent	5019	5717	-	null
CGC1	CAZyme	NZ_DS995531	BACDOR_RS19905	5695	7179	-	GH28
CGC1	CAZyme	NZ_DS995531	BACDOR_RS19900	7197	8471	-	CE12
CGC1	CAZyme	NZ_DS995531	BACDOR_RS19895	8490	11357	-	GH2
CGC1	CAZyme	NZ_DS995531	BACDOR_RS19890	11569	13923	+	GH43_18|GH43_34|CBM32
CGC1	CAZyme	NZ_DS995531	BACDOR_RS19885	13902	16016	+	GH42
CGC1	CAZyme	NZ_DS995531	BACDOR_RS19880	16135	17265	-	GH105
CGC1	CAZyme	NZ_DS995531	BACDOR_RS19875	17409	20696	-	GH106|GH28
CGC1	CAZyme	NZ_DS995531	BACDOR_RS19870	20810	22663	-	PL11
CGC1	CAZyme	NZ_DS995531	BACDOR_RS19865	22679	23962	-	CE15
CGC1	CAZyme	NZ_DS995531	BACDOR_RS19860	24005	25786	-	GH78
CGC1	null	NZ_DS995531	BACDOR_RS19855;Parent	26029	26346	-	null
CGC1	null	NZ_DS995531	BACDOR_RS19850;Parent	26437	28575	-	null
CGC1	TC	NZ_DS995531	BACDOR_RS19845	28607	31384	-	1.B.14.6.1
