HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH38.hmm	269	BT_4072	849	2.8e-34	2	250	12	265	0.9219330855018587
GH92.hmm	491	BT_4073	782	2.8e-167	2	491	290	772	0.9959266802443992
GH2.hmm	752	BT_4074	1027	6.1e-89	57	597	70	826	0.7180851063829787
CBM67.hmm	176	BT_4076	892	4.7e-19	16	170	164	327	0.875
GH78.hmm	504	BT_4076	892	4.9e-127	1	502	351	855	0.9940476190476191
CE1.hmm	227	BT_4077	288	9e-61	1	223	33	281	0.9779735682819384
CE20.hmm	249	BT_4091	662	3.8e-45	3	118	102	225	0.46184738955823296
CE20.hmm	249	BT_4091	662	9.6e-54	120	248	415	544	0.5140562248995983
GH92.hmm	491	BT_4092	757	7.8e-177	3	491	235	739	0.9938900203665988
GH92.hmm	491	BT_4093	717	1.6e-156	3	491	230	703	0.9938900203665988
GH130_3.hmm	311	BT_4094	377	1.5e-139	2	310	61	372	0.9903536977491961
GH43_8.hmm	281	BT_4095	512	5.4e-129	1	281	27	303	0.99644128113879
