CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_CP102288	NQ544_RS01765	1	1791	-	GH43_10|CBM91
CGC1	CAZyme	NZ_CP102288	NQ544_RS01770	1813	3798	-	GH28
CGC1	TC	NZ_CP102288	NQ544_RS01775	4041	5750	-	8.A.46.1.3
CGC1	TC	NZ_CP102288	NQ544_RS01780	5775	9050	-	1.B.14.6.1
CGC1	null	NZ_CP102288	NQ544_RS01785;Parent	10381	10668	-	null
CGC1	null	NZ_CP102288	NQ544_RS01790;Parent	10890	12488	-	null
CGC1	null	NZ_CP102288	NQ544_RS01795;Parent	12553	14490	-	null
CGC1	TC	NZ_CP102288	NQ544_RS01800	14509	17745	-	1.B.14.6.1
CGC1	CAZyme	NZ_CP102288	NQ544_RS01805	18177	21569	-	CE8
CGC1	CAZyme	NZ_CP102288	NQ544_RS01810	21801	25532	-	GH95
CGC1	null	NZ_CP102288	NQ544_RS01820;Parent	26303	27004	+	null
CGC1	CAZyme	NZ_CP102288	NQ544_RS01825	27078	28871	-	PL1_2
CGC1	CAZyme	NZ_CP102288	NQ544_RS01830	28930	31551	-	GH28|GH105
