dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
PL1_e38	PL1_2:48|PL1:2|CBM2:1|CBM35:1	-	-	194	JM81_RS16420	478	1.4e-86	1	194	76	267	0.9948453608247423	0.9948453608247423
GH140_e9	GH140:11	-	-	411	JM81_RS16430	495	2.6e-127	2	411	35	490	0.9951338199513382	0.9951338199513382
GH43_e0	GH43_10:1191|GH43_12:66|GH28:13|GH43:5	3.2.1.55:2|3.2.1.37:1	xylan, xylan	269	JM81_RS16445	542	4.3e-143	1	269	40	309	0.9962825278810409	0.9962825278810409
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1	-	xylan	195	JM81_RS16445	542	2.2e-75	1	194	343	540	0.9897435897435898	0.9897435897435898
GH28_e80	GH28:246|GH105:15|CE8:1	-	-	368	JM81_RS16450	473	4.3e-184	1	366	81	451	0.9918478260869565	0.9918478260869565
GH105_e41	GH105:313|CE8:1	3.2.1.-:1	ulvan	343	JM81_RS16470	409	2.3e-161	3	342	70	408	0.9883381924198251	0.9883381924198251
GH105_e41	GH105:313|CE8:1	3.2.1.-:1	ulvan	343	JM81_RS16475	414	2e-156	2	342	70	413	0.9912536443148688	0.9912536443148688
GH109_e7	GH109:31	-	-	390	JM81_RS16480	347	2e-16	10	150	13	150	0.358974358974359	0.358974358974359
PL10_e13	PL10_1:106|CE0:22|CE8:20|PL10:4|CE12:1	4.2.2.2:1	pectin	290	JM81_RS16485	663	3.9e-133	2	290	57	345	0.993103448275862	0.993103448275862
CE8_e92	CE8:43|PL10_1:20	-	-	284	JM81_RS16485	663	7.7e-146	1	283	372	654	0.9929577464788732	0.9929577464788732
CE12_e38	CE12:17	-	-	211	JM81_RS16495	246	9.9e-108	1	211	24	234	0.995260663507109	0.995260663507109
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	JM81_RS16510	725	7.3e-75	1	274	80	314	0.9927272727272727	0.9927272727272727
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	JM81_RS16510	725	2.6e-110	1	274	424	708	0.9927272727272727	0.9927272727272727
GH51_e19	GH51:1621	3.2.1.55:27	arabinan	489	JM81_RS16515	515	2.2e-232	2	487	25	511	0.9918200408997955	0.9918200408997955
GH109_e1	GH109:434	3.2.1.49:3	host glycan	408	JM81_RS16600	458	2.6e-19	1	159	37	200	0.3872549019607843	0.3872549019607843
