Reg_prop	24	PBR_RS02965	1368	2.7e-06	3	24	31	52	0.875
Reg_prop	24	PBR_RS02965	1368	1.8e-05	2	23	74	95	0.875
Reg_prop	24	PBR_RS02965	1368	4.4e-05	2	21	289	308	0.7916666666666666
Reg_prop	24	PBR_RS02965	1368	8.3e-05	5	23	340	358	0.75
Reg_prop	24	PBR_RS02965	1368	1.9e-05	1	23	559	581	0.9166666666666666
Y_Y_Y	66	PBR_RS02965	1368	1.2e-09	2	62	686	744	0.9090909090909091
HisKA	64	PBR_RS02965	1368	8.9e-13	8	64	803	861	0.875
HATPase_c	111	PBR_RS02965	1368	1.4e-22	3	110	909	1019	0.963963963963964
Response_reg	112	PBR_RS02965	1368	1.1e-26	1	110	1118	1227	0.9732142857142857
HTH_18	81	PBR_RS02965	1368	1.2e-26	1	80	1286	1364	0.9753086419753086
AraC_binding	136	PBR_RS03355	302	4.2e-17	24	93	58	128	0.5073529411764706
HTH_18	81	PBR_RS03355	302	1e-20	1	79	219	296	0.9629629629629629
