Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools
Cpap_0250	-	CBM3(36-125)+cohesin(286-414)+cohesin(433-561)+cohesin(580-708)+cohesin(727-855)+cohesin(964-1092)+cohesin(1292-1421)	CBM3_e22	CBM3	3
Cpap_0251	3.2.1.176:20|3.2.1.4:3|3.2.1.-:3|3.2.1.151:2|3.2.1.14:1	GH48(38-654)	GH48_e1	GH48	3
Cpap_0252	3.2.1.4:6	GH8(66-384)	GH8_e20	GH8	3
Cpap_0253	3.2.1.4:52|3.2.1.73:6|3.2.1.176:2|3.2.1.78:1|3.2.1.4:55|3.2.1.176:4|3.2.1.78:4|3.2.1.-:3|3.2.1.151:3|3.2.1.8:1|3.2.1.91:1	GH9(40-469)+CBM3(498-581)	GH9_e22+CBM3_e0	CBM3+GH9	3
Cpap_0254	3.2.1.4:11|3.2.1.-:3|3.2.1.91:3|3.2.1.8:1|3.2.1.4:19|3.2.1.91:5|3.2.1.73:3|3.2.1.-:2	CBM4(34-170)+GH9(312-805)	CBM4_e0+GH9_e1	CBM4+GH9	3
Cpap_0255	-	cohesin(87-216)	-	-	1
Cpap_0256	3.2.1.4:52|3.2.1.73:6|3.2.1.176:2|3.2.1.78:1|3.2.1.4:55|3.2.1.176:4|3.2.1.78:4|3.2.1.-:3|3.2.1.151:3|3.2.1.8:1|3.2.1.91:1	GH9(37-491)	GH9_e22+CBM3_e0	CBM3+GH9	3
Cpap_0257	3.2.1.4:18|3.2.1.-:2|3.2.1.4:8|3.2.1.-:1	GH9(39-512)+CBM3(538-630)	GH9_e17+CBM3_e1	CBM3+GH9	3
Cpap_0258	3.2.1.78:5	GH5_17(111-401)	GH5_e78	GH5_17	3
Cpap_0259	3.2.1.4:18|3.2.1.-:2	GH9(19-438)	GH9_e17	GH9	3
Cpap_0260	-	GH5_7(84-362)	GH5_e306	GH5_7	3
Cpap_0261	3.2.1.4:25|3.2.1.78:5|3.2.1.73:1|3.2.1.74:1	GH5_1(48-417)	GH5_e276	GH5_1	3
