CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	CAWLDL010000001	CAWLDL010000001_1	1	2400	+	GH141
CGC1	null	CAWLDL010000001	CAWLDL010000001_2	2784	4610	+	null
CGC1	null	CAWLDL010000001	CAWLDL010000001_3	5456	6958	+	null
CGC1	CAZyme	CAWLDL010000001	CAWLDL010000001_4	7069	8595	+	GH29
CGC1	CAZyme	CAWLDL010000001	CAWLDL010000001_5	8727	10568	+	GH29
CGC1	null	CAWLDL010000001	CAWLDL010000001_6	11171	11626	-	null
CGC1	null	CAWLDL010000001	CAWLDL010000001_7	11735	11962	-	null
CGC1	CAZyme	CAWLDL010000001	CAWLDL010000001_8	12167	13903	+	GH168
CGC1	null	CAWLDL010000001	CAWLDL010000001_9	14129	15547	+	null
CGC1	null	CAWLDL010000001	CAWLDL010000001_10	15549	17693	+	null
CGC1	null	CAWLDL010000001	CAWLDL010000001_11	17871	19727	+	null
CGC1	CAZyme	CAWLDL010000001	CAWLDL010000001_12	19853	23575	+	GH29
CGC1	null	CAWLDL010000001	CAWLDL010000001_13	23535	23693	+	null
CGC1	null	CAWLDL010000001	CAWLDL010000001_14	23725	25338	+	null
CGC1	CAZyme	CAWLDL010000001	CAWLDL010000001_15	25350	26702	+	GH168
CGC1	CAZyme	CAWLDL010000001	CAWLDL010000001_16	26934	28046	-	GH117
CGC1	TF	CAWLDL010000001	CAWLDL010000001_17	28399	29019	+	GerE
CGC1	TC	CAWLDL010000001	CAWLDL010000001_18	29275	31242	+	1.I.1.1.3
CGC1	null	CAWLDL010000001	CAWLDL010000001_19	32433	32741	+	null
CGC1	null	CAWLDL010000001	CAWLDL010000001_20	32834	33103	-	null
CGC1	null	CAWLDL010000001	CAWLDL010000001_21	33042	33356	-	null
CGC1	null	CAWLDL010000001	CAWLDL010000001_22	33413	33622	+	null
CGC1	CAZyme	CAWLDL010000001	CAWLDL010000001_23	34429	36432	+	GH95
