HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH3.hmm	216	Bovatus_RS14875	726	5e-67	5	215	53	271	0.9722222222222222
GH2.hmm	752	Bovatus_RS14880	842	2.5e-130	27	548	33	736	0.6928191489361702
GH31_4.hmm	435	Bovatus_RS14885	952	2.4e-182	1	435	374	841	0.9977011494252873
GH9.hmm	418	Bovatus_RS14895	587	9.4e-104	5	416	121	574	0.9832535885167464
GH5_4.hmm	276	Bovatus_RS14915	502	1.9e-90	2	275	182	475	0.9891304347826086
GH43_12.hmm	281	Bovatus_RS14920	526	5.2e-120	2	281	25	298	0.9928825622775801
CBM91.hmm	200	Bovatus_RS14920	526	1.4e-55	4	198	325	520	0.97
GH43_12.hmm	281	Bovatus_RS14925	529	3.8e-111	1	281	28	305	0.99644128113879
CBM91.hmm	200	Bovatus_RS14925	529	2.7e-64	4	198	332	527	0.97
GH3.hmm	216	Bovatus_RS14930	792	7.8e-66	4	216	119	348	0.9814814814814815
