HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH67.hmm	669	TM_RS00250	674	8.5e-307	4	669	5	670	0.9940209267563528
CBM22.hmm	131	TM_RS00280	1059	7e-28	7	124	56	174	0.8931297709923665
CBM22.hmm	131	TM_RS00280	1059	3.8e-40	2	130	205	335	0.9770992366412213
GH10.hmm	303	TM_RS00280	1059	7.5e-116	2	302	370	691	0.9900990099009901
CBM9.hmm	182	TM_RS00280	1059	1.7e-29	24	182	729	867	0.8681318681318682
CBM9.hmm	182	TM_RS00280	1059	5.6e-64	1	182	882	1057	0.9945054945054945
CBM22.hmm	131	TM_RS00285	179	1.4e-17	35	129	33	126	0.7175572519083969
GH10.hmm	303	TM_RS00325	347	3.9e-116	5	302	28	337	0.9801980198019802
GH3.hmm	216	TM_RS00355	778	3.8e-75	3	216	89	315	0.9861111111111112
CE7.hmm	313	TM_RS00360	325	1e-145	1	313	3	319	0.9968051118210862
