HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH105.hmm	332	Bovatus_RS21315	399	1.1e-123	6	332	52	396	0.9819277108433735
CE8.hmm	288	Bovatus_RS21320	323	8.9e-109	2	287	33	314	0.9895833333333334
CE12.hmm	210	Bovatus_RS21325	582	5.6e-80	1	210	33	264	0.9952380952380953
CE8.hmm	288	Bovatus_RS21325	582	1.8e-101	2	277	280	555	0.9548611111111112
PL1_2.hmm	183	Bovatus_RS21335	498	1.5e-79	1	183	96	284	0.994535519125683
PL1_2.hmm	183	Bovatus_RS21340	553	1.1e-71	1	183	110	304	0.994535519125683
PL1_2.hmm	183	Bovatus_RS21345	527	6.1e-82	1	183	111	304	0.994535519125683
CE8.hmm	288	Bovatus_RS21350	542	4.9e-59	2	286	140	462	0.9861111111111112
PL1_2.hmm	183	Bovatus_RS21380	509	1.4e-77	1	183	91	275	0.994535519125683
PL1_2.hmm	183	Bovatus_RS21395	795	1.2e-65	1	183	372	577	0.994535519125683
CE8.hmm	288	Bovatus_RS21420	803	3.2e-39	6	204	479	699	0.6875
GH28.hmm	325	Bovatus_RS21425	524	2.7e-86	7	321	83	488	0.9661538461538461
GH3.hmm	216	Bovatus_RS21430	863	1.6e-73	3	215	61	306	0.9814814814814815
GH43_10.hmm	271	Bovatus_RS21435	668	7.9e-99	1	271	47	313	0.996309963099631
CBM91.hmm	200	Bovatus_RS21435	668	6.8e-23	4	197	344	534	0.965
