Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools
Bovatus_RS21315	3.2.1.-:1	GH105(52-396)	GH105_e41	GH105	3
Bovatus_RS21320	-	CE8(33-314)	CE8_e86	CE8	3
Bovatus_RS21325	-|-	CE12(33-264)+CE8(280-555)	CE12_e30+CE8_e86	CE12+CE8	3
Bovatus_RS21335	-	PL1_2(96-284)	PL1_e95	PL1_2	3
Bovatus_RS21340	4.2.2.2:3	PL1_2(110-304)	PL1_e60	PL1_2	3
Bovatus_RS21345	-	PL1_2(111-304)	PL1_e95	PL1_2	3
Bovatus_RS21350	-	CE8(140-462)	CE8_e27	CE8	3
Bovatus_RS21380	4.2.2.2:3	PL1_2(91-275)	PL1_e60	PL1_2	3
Bovatus_RS21395	-	PL1_2(372-577)	PL1_e39	PL1_2	3
Bovatus_RS21420	-	CE8(479-699)	CE8_e8	CE8	3
Bovatus_RS21425	3.2.1.67:1	GH28(83-488)	GH28_e64	GH28	3
Bovatus_RS21430	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(61-306)	GH3_e0	GH3	3
Bovatus_RS21435	-|-|-	GH43_10(47-313)+CBM91(344-534)	GH43_e41+CBM91_e53+CBM6_e10	CBM6+GH43_10	3
