Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools
BXY_29170	3.2.1.55:1|-	GH43_10(30-299)+CBM91(325-528)	GH43_e82+CBM91_e4	GH43_10	3
BXY_29180	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(59-304)	GH3_e0	GH3	3
BXY_29200	3.2.1.55:7|3.2.1.8:1|-	GH43_12(45-339)+CBM91(375-554)	GH43_e124+CBM91_e46	GH43_12	3
BXY_29210	3.2.1.177:4	GH31_4(217-713)	GH31_e94	GH31	3
BXY_29220	3.2.1.22:1|3.2.1.88:1	GH97(23-656)	GH97_e18	GH97	3
BXY_29230	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1|3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	GH43_29(25-297)+CBM6(321-443)	GH43_e59+CBM6_e0	CBM6+GH43_29	3
BXY_29240	3.2.1.55:7|3.2.1.8:1|-	GH43_12(30-240)+CBM91(274-451)	GH43_e124+CBM91_e46	GH43_12	3
BXY_29300	3.2.1.8:5|3.2.1.8:5|3.2.1.8:4	GH10(487-749)	CBM4_e6+CBM4_e6+GH10_e5	CBM4+GH10	3
BXY_29320	3.2.1.8:2	GH5_21(68-348)	GH5_e243	GH5_21	3
BXY_29330	3.1.1.72:6|3.1.1.73:2|3.1.1.72:2|3.1.1.73:1|-	CE6(52-161)+CE1(374-603)	CE6_e2+CBM48_e9+CE1_e22	CBM48+CE0+CE6	3
BXY_29340	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1|3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	GH43_29(26-313)+CBM6(335-461)	GH43_e59+CBM6_e0	CBM6+GH43_29	3
BXY_29360	3.2.1.-:3|3.2.1.63:2	GH95(20-743)	GH95_e1	GH95	3
BXY_29370	3.2.1.131:6	GH115(42-832)	GH115_e0	GH115	3
