HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH43_10.hmm	271	BXY_29170	534	1.5e-97	1	271	30	299	0.996309963099631
CBM91.hmm	200	BXY_29170	534	3.6e-32	5	197	325	528	0.96
GH3.hmm	216	BXY_29180	861	1.7e-71	3	215	59	304	0.9814814814814815
GH43_12.hmm	281	BXY_29200	555	1.9e-110	2	281	45	339	0.9928825622775801
CBM91.hmm	200	BXY_29200	555	6e-56	4	182	375	554	0.89
GH31_4.hmm	435	BXY_29210	814	7e-188	1	435	217	713	0.9977011494252873
GH97.hmm	631	BXY_29220	658	6.9e-173	5	628	23	656	0.9873217115689382
GH43_29.hmm	278	BXY_29230	443	2.9e-116	1	278	25	297	0.9964028776978417
CBM6.hmm	138	BXY_29230	443	1.6e-31	18	137	321	443	0.8623188405797102
GH43_12.hmm	281	BXY_29240	452	4.5e-76	83	281	30	240	0.7046263345195729
CBM91.hmm	200	BXY_29240	452	1.3e-55	7	180	274	451	0.865
GH10.hmm	303	BXY_29300	754	2.7e-46	96	302	487	749	0.6798679867986799
GH5_21.hmm	259	BXY_29320	652	1.3e-110	2	258	68	348	0.9884169884169884
CE6.hmm	99	BXY_29330	607	1.1e-35	2	98	52	161	0.9696969696969697
CE1.hmm	227	BXY_29330	607	4.2e-56	2	222	374	603	0.9691629955947136
GH43_29.hmm	278	BXY_29340	461	1.1e-119	1	277	26	313	0.9928057553956835
CBM6.hmm	138	BXY_29340	461	2e-35	16	138	335	461	0.8840579710144928
GH95.hmm	722	BXY_29360	811	4.4e-294	5	713	20	743	0.9806094182825484
GH115.hmm	697	BXY_29370	856	1.8e-289	2	697	42	832	0.9971305595408895
