Reg_prop	24	BT_4111	1511	7.5e-06	1	24	34	57	0.9583333333333334
Reg_prop	24	BT_4111	1511	2e-05	4	23	407	426	0.7916666666666666
Reg_prop	24	BT_4111	1511	9.6e-07	4	21	454	471	0.7083333333333334
Reg_prop	24	BT_4111	1511	2.8e-07	1	23	554	576	0.9166666666666666
Y_Y_Y	66	BT_4111	1511	6.8e-24	1	66	839	903	0.9848484848484849
HisKA	64	BT_4111	1511	2e-17	2	63	951	1015	0.953125
HATPase_c	111	BT_4111	1511	2.1e-21	2	106	1063	1169	0.9369369369369369
Response_reg	112	BT_4111	1511	4.3e-26	2	111	1236	1345	0.9732142857142857
HTH_18	81	BT_4111	1511	2.4e-19	1	80	1429	1507	0.9753086419753086
LytTR	98	BT_4118	270	2.3e-28	2	97	173	268	0.9693877551020408
Reg_prop	24	BT_4124	1460	9.5e-06	4	24	36	56	0.8333333333333334
Reg_prop	24	BT_4124	1460	9.5e-07	5	23	482	500	0.75
Reg_prop	24	BT_4124	1460	1.4e-07	1	24	529	552	0.9583333333333334
Reg_prop	24	BT_4124	1460	2.5e-05	1	24	681	704	0.9583333333333334
Y_Y_Y	66	BT_4124	1460	1.5e-21	1	65	807	870	0.9696969696969697
HisKA	64	BT_4124	1460	3.1e-15	2	63	919	983	0.953125
HATPase_c	111	BT_4124	1460	5.1e-25	2	110	1031	1140	0.972972972972973
Response_reg	112	BT_4124	1460	3.5e-28	1	111	1193	1303	0.9821428571428571
HTH_18	81	BT_4124	1460	8.3e-21	2	80	1370	1447	0.9629629629629629
