GntR	64	GTNG_RS09245	232	1.3e-20	3	64	21	81	0.953125
PfkB	302	GTNG_RS09255	317	2.7e-71	3	301	2	300	0.9867549668874173
SBP_bac_1	315	GTNG_RS09280	547	3.3e-19	16	305	67	371	0.9174603174603174
SBP_bac_1	315	GTNG_RS09315	440	1.6e-37	2	310	51	351	0.9777777777777777
Response_reg	112	GTNG_RS09320	263	2.6e-31	1	112	6	119	0.9910714285714286
HTH_18	81	GTNG_RS09320	263	5.5e-27	1	81	176	255	0.9876543209876543
dCache_1	249	GTNG_RS09325	576	5.5e-10	3	248	42	260	0.9839357429718876
HATPase_c	111	GTNG_RS09325	576	6e-13	9	109	462	571	0.9009009009009009
SBP_bac_1	315	GTNG_RS09370	435	8.6e-41	2	309	49	337	0.9746031746031746
GntR	64	GTNG_RS09390	364	4.7e-21	2	64	9	71	0.96875
Peripla_BP_3	164	GTNG_RS09390	364	1.3e-39	1	164	196	361	0.9939024390243902
