HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH43_10.hmm	271	ATHE_RS00895	1338	3.3e-111	1	271	47	313	0.996309963099631
CBM22.hmm	131	ATHE_RS00895	1338	3.4e-19	2	128	370	492	0.9618320610687023
CBM91.hmm	200	ATHE_RS00895	1338	1.7e-31	10	198	531	713	0.94
GH43_16.hmm	311	ATHE_RS00895	1338	9.3e-146	2	309	880	1189	0.9871382636655949
CBM6.hmm	138	ATHE_RS00895	1338	1.2e-30	18	138	1213	1338	0.8695652173913043
CBM22.hmm	131	ATHE_RS00900	697	1.5e-23	5	120	40	154	0.8778625954198473
CBM22.hmm	131	ATHE_RS00900	697	8.1e-34	2	129	191	321	0.9694656488549618
GH10.hmm	303	ATHE_RS00900	697	2.3e-119	1	302	351	674	0.9933993399339934
GH39.hmm	431	ATHE_RS00905	501	2.8e-187	4	431	14	437	0.9907192575406032
GH10.hmm	303	ATHE_RS00910	337	1.6e-109	2	302	13	336	0.9900990099009901
CE1.hmm	227	ATHE_RS00915	265	2e-44	1	224	10	262	0.9823788546255506
GH39.hmm	431	ATHE_RS00920	416	5.9e-148	3	383	12	392	0.8816705336426914
