CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	NC_012034	ATHE_RS00860	2918	3811	+	3.A.1.1.34
CGC1	TC	NC_012034	ATHE_RS00865	3866	4714	+	3.A.1.1.39
CGC1	STP	NC_012034	ATHE_RS00870	4744	6894	+	TPR_2
CGC1	null	NC_012034	ATHE_RS00875;Parent	6922	9123	+	null
CGC1	TC	NC_012034	ATHE_RS00880	9131	10051	+	3.A.1.1.11
CGC1	TC	NC_012034	ATHE_RS00885	10081	11100	+	3.A.1.1.20
CGC1	STP	NC_012034	ATHE_RS00890	11175	12962	+	SBP_bac_1
CGC1	CAZyme	NC_012034	ATHE_RS00895	13068	17084	+	GH43_10|CBM22|CBM91|GH43_16|CBM6
CGC1	CAZyme	NC_012034	ATHE_RS00900	17101	19194	+	CBM22|CBM22|GH10
CGC1	CAZyme	NC_012034	ATHE_RS00905	19237	20742	+	GH39
CGC1	CAZyme	NC_012034	ATHE_RS00910	20762	21775	+	GH10
CGC1	CAZyme	NC_012034	ATHE_RS00915	21823	22620	+	CE1
CGC1	CAZyme	NC_012034	ATHE_RS00920	22710	23876	+	GH39
