HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM16.hmm	116	SDE_RS17125	552	3.7e-22	2	109	23	120	0.9224137931034483
CBM32.hmm	124	SDE_RS17125	552	2.4e-22	5	121	171	290	0.9354838709677419
PL18.hmm	188	SDE_RS17125	552	1e-100	3	188	351	536	0.9840425531914894
PL6.hmm	372	SDE_RS17140	525	3.8e-112	7	370	29	419	0.9758064516129032
PL6.hmm	372	SDE_RS17145	892	7e-119	2	371	94	479	0.9919354838709677
PL17_2.hmm	133	SDE_RS17190	736	3.7e-30	44	131	184	266	0.6541353383458647
PL17.hmm	139	SDE_RS17190	736	3.1e-53	3	136	388	522	0.9568345323741008
PL6.hmm	372	SDE_RS17195	760	2.3e-153	2	370	33	410	0.989247311827957
PL6_1.hmm	347	SDE_RS17195	760	8.6e-53	4	212	481	687	0.5994236311239193
PL7_5.hmm	267	SDE_RS17205	343	2.3e-94	1	267	81	334	0.9962546816479401
